t,x,y,theta,phiR,phiF,thetap,sr_j,Psx,Psy,d,Cs,Cs1,Cs2,Cs3,d_ave,x_d1,x_d2,x_d3,nu1,nu2,nu3torque_fl,torque_fr,torque_rl,torque_rr,lamda1,lambda2,lambda3,lambda4,Q_phiR, Q_varphiR, Q_phiF, Q_varphiF
0.16,-6.4383,-1.00062,4.25477e-05,-0.0207337,-0.0087518,-0.000833727,211,-6.44007,-0.999973,-0.000601377,0.0150189,0.00414204,0.00176768,0,0.000405258,0.121199,-0.00357565,0.00127191,0.945847,7.00169,9.46954,8.3392,8.32996,8.33837,8.32922,1.44021,-1.5915,-104.629,-104.639,1.3535,16.6676,1.83056,16.6692
0.17,-6.43707,-1.00066,5.52815e-05,-0.020638,-0.00842145,-0.000837773,215,-6.43894,-0.999972,-0.000638015,0.0150236,0.00414404,0.00176882,0,0.00041895,0.124077,-0.00368624,0.00143936,0.911247,6.91425,9.2138,8.03427,8.02514,8.03339,8.02436,1.16767,-1.62204,-100.8,-100.812,1.33659,16.0577,1.78112,16.0594
0.18,-6.4358,-1.00069,6.84288e-05,-0.0205431,-0.00796127,-0.000840901,219,-6.43781,-0.999971,-0.000675483,0.0150282,0.00414604,0.00176996,0,0.000433201,0.127575,-0.00373666,0.00149923,0.869266,7.02021,8.89324,7.66414,7.65511,7.6633,7.65436,0.845197,-1.53662,-96.1545,-96.1653,1.35708,15.3177,1.71915,15.3193
0.19,-6.43451,-1.00073,8.24797e-05,-0.0204134,-0.00735457,-0.00084736,224,-6.43639,-0.99997,-0.000713594,0.0150341,0.00414855,0.0017714,0,0.000447959,0.129641,-0.00380364,0.00166823,0.844437,7.00233,8.50972,7.44536,7.43616,7.44451,7.43541,0.519955,-1.52773,-93.4065,-93.4176,1.35362,14.8799,1.64502,14.8815
0.2,-6.4332,-1.00077,9.73658e-05,-0.0202181,-0.00661258,-0.000852715,229,-6.43498,-0.999969,-0.000752197,0.01504,0.00415106,0.00177283,0,0.000463171,0.132431,-0.00382583,0.00175165,0.810921,6.91061,8.12314,7.15009,7.14078,7.14919,7.13998,0.16776,-1.53426,-89.6982,-89.7099,1.33589,14.2892,1.57029,14.2909
0.21,-6.43186,-1.00081,0.000113579,-0.0199394,-0.00575241,-0.000852578,233,-6.43385,-0.999967,-0.000791125,0.0150447,0.00415306,0.00177398,0,0.000478788,0.133901,-0.00385762,0.00193419,0.793214,6.73115,7.69173,6.99431,6.98467,6.99332,6.98381,-0.160056,-1.58977,-87.7393,-87.7522,1.3012,13.9771,1.48689,13.979
0.22,-6.43051,-1.00084,0.000130883,-0.0195683,-0.0047675,-0.000855408,238,-6.43243,-0.999966,-0.000830163,0.0150506,0.00415557,0.00177541,0,0.000494759,0.136186,-0.0038395,0.00202207,0.765746,6.53243,7.29589,6.75251,6.74268,6.75143,6.74174,-0.497619,-1.63261,-84.7014,-84.7154,1.26279,13.4932,1.41037,13.4952
0.23,-6.42914,-1.00088,0.000149677,-0.0191029,-0.00368258,-0.000856903,243,-6.43102,-0.999965,-0.000869109,0.0150564,0.00415808,0.00177685,0,0.000511035,0.13716,-0.00382921,0.00220352,0.753989,6.28296,6.89374,6.64929,6.63909,6.64811,6.63805,-0.79153,-1.6988,-83.402,-83.4174,1.21456,13.2862,1.33263,13.2884
0.24,-6.42776,-1.00092,0.000169632,-0.018547,-0.00251253,-0.000857087,248,-6.42961,-0.999963,-0.000907739,0.0150623,0.0041606,0.00177828,0,0.000527565,0.139036,-0.00376872,0.00228435,0.731431,6.04641,6.52924,6.45085,6.44044,6.44958,6.43932,-1.08538,-1.73817,-80.9083,-80.9249,1.16883,12.8889,1.26217,12.8913
0.25,-6.42636,-1.00095,0.000191088,-0.0179092,-0.00127278,-0.000855957,253,-6.42819,-0.999962,-0.000945876,0.0150682,0.00416311,0.00177972,0,0.000544297,0.139683,-0.00372118,0.00246018,0.723616,5.79217,6.1621,6.38242,6.37162,6.38107,6.37043,-1.33436,-1.77755,-80.0458,-80.0635,1.11969,12.7515,1.1912,12.754
0.26,-6.42495,-1.00099,0.000213677,-0.0171958,2.29384e-05,-0.000853566,258,-6.42678,-0.99996,-0.000983328,0.0150741,0.00416563,0.00178116,0,0.000561183,0.141254,-0.00362435,0.00253184,0.704731,5.55283,5.83278,6.21637,6.20538,6.21495,6.20412,-1.58102,-1.79598,-77.9591,-77.9777,1.07342,12.4191,1.12754,12.4218
0.27,-6.42354,-1.00102,0.000237713,-0.0164163,0.00136027,-0.000849939,263,-6.42537,-0.999959,-0.00101995,0.01508,0.00416814,0.0017826,0,0.000578174,0.141643,-0.00354565,0.00269723,0.700037,5.30343,5.50709,6.17547,6.16408,6.17399,6.1628,-1.78276,-1.80607,-77.4427,-77.4619,1.02521,12.3368,1.06458,12.3395
0.28,-6.42211,-1.00105,0.00026281,-0.0155811,0.0027245,-0.000845136,268,-6.42395,-0.999957,-0.00105558,0.0150859,0.00417066,0.00178405,0,0.000595224,0.14297,-0.00341902,0.00275585,0.684087,5.08502,5.22761,6.03527,6.02372,6.03376,6.02241,-1.97484,-1.79345,-75.6813,-75.7008,0.982986,12.0562,1.01055,12.059
0.29,-6.42068,-1.00108,0.000289245,-0.0146987,0.00410434,-0.000839218,273,-6.42254,-0.999955,-0.0010901,0.0150917,0.00417318,0.00178549,0,0.000612289,0.143101,-0.0033158,0.00290729,0.682501,4.85389,4.94674,6.02172,6.0098,6.02022,6.0085,-2.12921,-1.77102,-75.5091,-75.5286,0.938306,12.0287,0.956256,12.0315
0.3,-6.41924,-1.00111,0.000316609,-0.013779,0.00548928,-0.000832262,278,-6.42113,-0.999954,-0.00112339,0.0150976,0.00417571,0.00178693,0,0.000629326,0.144247,-0.0031668,0.00295198,0.668744,4.65853,4.70579,5.90081,5.88875,5.89932,5.88748,-2.27663,-1.73103,-73.9906,-74.0098,0.900541,11.7868,0.909678,11.7896
0.31,-6.4178,-1.00114,0.000345186,-0.0128326,0.00686818,-0.000824318,283,-6.41972,-0.999952,-0.00115539,0.0151035,0.00417823,0.00178838,0,0.000646295,0.144214,-0.00304773,0.00309,0.66914,4.46129,4.47104,5.90468,5.89226,5.90325,5.89107,-2.388,-1.67245,-74.038,-74.0563,0.862413,11.7943,0.864298,11.7969
0.32,-6.41635,-1.00117,0.000374553,-0.0118668,0.00823301,-0.000815478,288,-6.4183,-0.99995,-0.00118601,0.0151094,0.00418076,0.00178983,0,0.000663161,0.145217,-0.00288373,0.0031202,0.65711,4.29275,4.27067,5.79891,5.7864,5.79754,5.78527,-2.4932,-1.60831,-72.7104,-72.7279,0.829832,11.5828,0.825564,11.5853
0.33,-6.4149,-1.00119,0.000404997,-0.0108903,0.0095759,-0.000805787,293,-6.41689,-0.999949,-0.0012152,0.0151153,0.00418328,0.00179127,0,0.00067989,0.145078,-0.00275618,0.00324561,0.65879,4.12395,4.07277,5.81404,5.8012,5.81279,5.8002,-2.57171,-1.52301,-72.9,-72.9158,0.797202,11.613,0.787308,11.6152
0.34,-6.41344,-1.00122,0.000436101,-0.00991105,0.0108895,-0.000795324,298,-6.41548,-0.999947,-0.00124294,0.0151213,0.00418581,0.00179272,0,0.00069645,0.14598,-0.00258374,0.00326238,0.647991,3.98825,3.91169,5.71905,5.70615,5.71791,5.70526,-2.63894,-1.43635,-71.7085,-71.7229,0.77097,11.4232,0.75617,11.4252
0.35,-6.41199,-1.00124,0.000468146,-0.00893419,0.0121777,-0.000788416,304,-6.41379,-0.999945,-0.0012692,0.0151283,0.00418885,0.00179446,0,0.000712814,0.145716,-0.00245306,0.00337469,0.651171,3.8455,3.76056,5.74733,5.73412,5.74635,5.73341,-2.68945,-1.33091,-72.0639,-72.0761,0.743374,11.4798,0.726955,11.4815
0.36,-6.41052,-1.00126,0.00050071,-0.00796614,0.0134182,-0.000776606,309,-6.41238,-0.999943,-0.00129396,0.0151343,0.00419138,0.00179592,0,0.000728957,0.146537,-0.0022771,0.0033787,0.641338,3.73253,3.6266,5.6608,5.64756,5.65995,5.64699,-2.72938,-1.2321,-70.9792,-70.9895,0.721536,11.3069,0.701058,11.3084
0.37,-6.40906,-1.00128,0.000534086,-0.00701109,0.0146176,-0.000764206,314,-6.41097,-0.999941,-0.00131723,0.0151402,0.00419392,0.00179737,0,0.000744856,0.146204,-0.00214816,0.00348006,0.64535,3.61143,3.48573,5.69635,5.68283,5.69571,5.68247,-2.76184,-1.11292,-71.4265,-71.4341,0.698126,11.3782,0.673827,11.3792
0.38,-6.40759,-1.0013,0.000567855,-0.00607139,0.015774,-0.000751292,319,-6.40956,-0.999939,-0.00133901,0.0151461,0.00419645,0.00179882,0,0.000760492,0.14696,-0.00197234,0.0034727,0.636312,3.5118,3.36839,5.61677,5.60325,5.61628,5.60305,-2.78343,-1.01057,-70.4294,-70.435,0.678867,11.2193,0.651144,11.22
0.39,-6.40612,-1.00131,0.000602332,-0.00515167,0.0168837,-0.000737894,324,-6.40815,-0.999937,-0.00135933,0.015152,0.00419899,0.00180028,0,0.000775847,0.146572,-0.00184833,0.0035642,0.640983,3.41032,3.2537,5.65809,5.64431,5.65782,5.64433,-2.79824,-0.882088,-70.9495,-70.9521,0.65925,11.3022,0.628973,11.3024
0.4,-6.40465,-1.00133,0.000637092,-0.00425434,0.0179537,-0.000728361,330,-6.40646,-0.999935,-0.00137821,0.0151591,0.00420204,0.00180203,0,0.000790906,0.147286,-0.00167579,0.00354637,0.63244,3.33326,3.17596,5.5828,5.56906,5.5827,5.56926,-2.79748,-0.77385,-70.0068,-70.0071,0.644353,11.152,0.613946,11.1519
0.41,-6.40318,-1.00134,0.000672447,-0.00338334,0.0189644,-0.000714179,335,-6.40505,-0.999933,-0.00139567,0.015165,0.00420458,0.00180349,0,0.000805656,0.146854,-0.00155897,0.00362801,0.637646,3.24838,3.08034,5.62879,5.61481,5.62893,5.61526,-2.80086,-0.641076,-70.5859,-70.583,0.627946,11.2442,0.595461,11.2436
0.42,-6.40186,-1.00135,0.000704497,-0.00254229,0.0199294,-0.000703261,340,-6.40364,-0.999931,-0.00141014,0.015171,0.00420712,0.00180495,0,0.000820049,0.14695,-0.00128922,0.00365446,0.636525,3.17958,3.01061,5.61893,5.60487,5.61929,5.60553,-2.79023,-0.515871,-70.4644,-70.4586,0.614646,11.2248,0.581982,11.2238
0.43,-6.40024,-1.00136,0.000744022,-0.00172648,0.0208337,-0.000684909,345,-6.40223,-0.999929,-0.00142649,0.0151769,0.00420967,0.00180641,0,0.000834152,0.147101,-0.001285,0.00367642,0.634719,3.12257,2.93225,5.60302,5.5889,5.60358,5.58977,-2.77702,-0.395864,-70.267,-70.2584,0.603625,11.1934,0.566833,11.1919
0.44,-6.39876,-1.00137,0.000780156,-0.000947729,0.0216877,-0.000669897,350,-6.40082,-0.999927,-0.00143994,0.0151828,0.00421221,0.00180787,0,0.00084792,0.147783,-0.00112532,0.00364073,0.626564,3.0802,2.87944,5.53106,5.51704,5.5318,5.51809,-2.74587,-0.287968,-69.3665,-69.3556,0.595434,11.0499,0.556625,11.0481
0.45,-6.39729,-1.00138,0.0008167,-0.000197576,0.0225017,-0.000658969,356,-6.39913,-0.999924,-0.00145214,0.0151899,0.00421527,0.00180963,0,0.000861347,0.147273,-0.00102847,0.00370692,0.632705,3.01509,2.82144,5.58524,5.57102,5.58622,5.57231,-2.73856,-0.161056,-70.0485,-70.0345,0.582848,11.1585,0.545413,11.1563
0.46,-6.39581,-1.00139,0.000853247,0.000523185,0.0232593,-0.000643621,361,-6.39772,-0.999922,-0.00146313,0.0151959,0.00421782,0.00181109,0,0.000874429,0.147907,-0.000876274,0.00366406,0.625113,2.96775,2.76635,5.51823,5.50413,5.51936,5.50557,-2.70746,-0.06624,-69.2099,-69.1939,0.573697,11.0249,0.534763,11.0224
0.47,-6.39434,-1.0014,0.000890133,0.00121378,0.0239695,-0.000628145,366,-6.39631,-0.99992,-0.00147296,0.0152018,0.00422037,0.00181256,0,0.000887164,0.147384,-0.000789469,0.0037243,0.631402,2.91171,2.70558,5.57368,5.5594,5.57504,5.56108,-2.69672,0.0574108,-69.908,-69.8889,0.562864,11.1361,0.523017,11.1331
0.48,-6.39286,-1.0014,0.000926949,0.00187468,0.0246336,-0.000612595,371,-6.3949,-0.999918,-0.00148166,0.0152078,0.00422292,0.00181403,0,0.000899549,0.148004,-0.000644956,0.00367475,0.623973,2.87182,2.66051,5.50809,5.49395,5.50959,5.49577,-2.65844,0.145775,-69.0872,-69.0662,0.555151,11.0054,0.514303,11.002
0.49,-6.39138,-1.0014,0.000964039,0.00250515,0.0252605,-0.000601263,377,-6.39321,-0.999915,-0.0014893,0.0152149,0.00422599,0.00181579,0,0.000911585,0.147465,-0.0005686,0.00372963,0.630462,2.8272,2.62473,5.56528,5.55098,5.56701,5.55303,-2.64356,0.266174,-69.8072,-69.7833,0.546526,11.12,0.507388,11.1163
0.5,-6.3899,-1.00141,0.00100099,0.00310429,0.0258335,-0.000585637,382,-6.39181,-0.999913,-0.00149591,0.0152209,0.00422855,0.00181726,0,0.000923272,0.14808,-0.00043227,0.00367445,0.623085,2.79831,2.58956,5.50013,5.48599,5.50198,5.48816,-2.59866,0.349621,-68.9918,-68.9662,0.540941,10.9901,0.500588,10.9861
0.51,-6.38843,-1.00141,0.00103816,0.00367237,0.026363,-0.000570003,387,-6.3904,-0.99991,-0.00150154,0.0152268,0.0042311,0.00181873,0,0.00093461,0.147529,-0.00036652,0.00372471,0.629718,2.75991,2.54711,5.55858,5.54429,5.56064,5.54667,-2.58354,0.463904,-69.7274,-69.699,0.533519,11.1073,0.492383,11.1029
0.52,-6.38695,-1.00141,0.00107513,0.00421055,0.0268508,-0.000554412,392,-6.38899,-0.999908,-0.00150624,0.0152328,0.00423366,0.0018202,0,0.000945603,0.148138,-0.00023837,0.00366438,0.622419,2.73606,2.51742,5.49409,5.47998,5.49626,5.48247,-2.53542,0.53899,-68.9202,-68.8905,0.528909,10.9787,0.486642,10.9741
0.53,-6.38547,-1.00141,0.00111227,0.00471895,0.0273061,-0.00054314,398,-6.3873,-0.999905,-0.00151006,0.0152399,0.00423674,0.00182197,0,0.000956253,0.14758,-0.000183506,0.00371177,0.629117,2.70552,2.49751,5.55311,5.53887,5.55548,5.54156,-2.51797,0.64704,-69.6629,-69.6306,0.523005,11.097,0.482795,11.092
0.54,-6.38399,-1.00141,0.00114917,0.00519822,0.0277134,-0.000527664,403,-6.3859,-0.999903,-0.00151304,0.0152459,0.0042393,0.00182345,0,0.000966564,0.148186,-6.34209e-05,0.00364683,0.621854,2.68475,2.47265,5.48892,5.47488,5.49138,5.47765,-2.46748,0.712749,-68.8594,-68.8259,0.518989,10.969,0.477989,10.9638
0.55,-6.38236,-1.00141,0.00118992,0.00564985,0.028085,-0.000512851,409,-6.38421,-0.9999,-0.00151534,0.015253,0.00424238,0.00182522,0,0.000976542,0.147601,0.000137203,0.00369596,0.628878,2.65504,2.44275,5.55082,5.53666,5.55345,5.5396,-2.45388,0.812154,-69.638,-69.6022,0.513246,11.0931,0.472209,11.0875
0.56,-6.38103,-1.00141,0.00122294,0.00607342,0.0284173,-0.000496994,413,-6.38309,-0.999898,-0.00151665,0.0152578,0.00424443,0.0018264,0,0.000986187,0.148215,9.378e-05,0.00362236,0.621523,2.64033,2.42235,5.48582,5.47187,5.48853,5.47488,-2.39973,0.871047,-68.8242,-68.7874,0.510403,10.9634,0.468265,10.9577
0.57,-6.37955,-1.0014,0.00125977,0.00647126,0.0287257,-0.000486125,419,-6.3814,-0.999895,-0.00151738,0.015265,0.00424752,0.00182817,0,0.000995506,0.147617,0.000129197,0.00366308,0.628706,2.61381,2.40814,5.54911,5.53504,5.55198,5.53821,-2.38691,0.962664,-69.6201,-69.5812,0.505276,11.0902,0.465519,11.0842
0.58,-6.37807,-1.0014,0.00129629,0.00684153,0.0289906,-0.000471113,424,-6.37999,-0.999892,-0.00151745,0.0152709,0.00425009,0.00182966,0,0.00100451,0.148248,0.000234154,0.00359179,0.62114,2.60795,2.39878,5.48224,5.4684,5.48517,5.47162,-2.32787,1.01581,-68.7827,-68.7431,0.504143,10.9568,0.463708,10.9506
0.59,-6.37659,-1.0014,0.00133286,0.00718633,0.0292236,-0.000456248,429,-6.37859,-0.99989,-0.00151689,0.0152769,0.00425266,0.00183114,0,0.00101319,0.147646,0.000260184,0.00363081,0.628368,2.58476,2.37474,5.54592,5.53198,5.54898,5.53534,-2.31676,1.10018,-69.5833,-69.5418,0.49966,11.0843,0.459061,11.0779
0.6,-6.37511,-1.00139,0.00136909,0.00750731,0.0294354,-0.000445852,435,-6.3769,-0.999887,-0.00151575,0.0152841,0.00425575,0.00183292,0,0.00102157,0.148271,0.000357903,0.0035568,0.620865,2.5791,2.37919,5.47962,5.4659,5.48272,5.4693,-2.25864,1.14346,-68.7527,-68.7107,0.498566,10.952,0.459922,10.9455
0.61,-6.37363,-1.00139,0.00140535,0.00780458,0.0296096,-0.000431331,440,-6.3755,-0.999884,-0.00151406,0.0152901,0.00425832,0.0018344,0,0.00102964,0.147664,0.000375587,0.00359404,0.628156,2.55773,2.3573,5.54386,5.53005,5.54708,5.53357,-2.24968,1.22002,-69.5602,-69.5167,0.494435,11.0807,0.455691,11.0739
0.62,-6.37215,-1.00138,0.00144124,0.00807945,0.029757,-0.000417008,445,-6.37409,-0.999882,-0.00151186,0.015296,0.0042609,0.00183589,0,0.00103742,0.14829,0.000466671,0.00351803,0.620643,2.55299,2.34954,5.47746,5.46389,5.4807,5.46742,-2.19249,1.25558,-68.7283,-68.6845,0.493519,10.9481,0.454191,10.9413
0.63,-6.37068,-1.00137,0.00147714,0.00833348,0.0298792,-0.000402873,450,-6.37269,-0.999879,-0.0015092,0.015302,0.00426348,0.00183737,0,0.00104491,0.14767,0.000476487,0.00355407,0.628092,2.53182,2.32876,5.5431,5.52944,5.54644,5.53307,-2.1864,1.32436,-69.5531,-69.508,0.489426,11.0795,0.450173,11.0725
0.64,-6.36919,-1.00137,0.00151265,0.00856746,0.0299858,-0.000393256,456,-6.371,-0.999876,-0.00150609,0.0153092,0.00426658,0.00183916,0,0.00105211,0.148303,0.000561871,0.00347558,0.62049,2.53017,2.33949,5.47592,5.4625,5.47927,5.46614,-2.12711,1.35311,-68.7112,-68.666,0.489107,10.9454,0.452247,10.9384
0.65,-6.36772,-1.00136,0.00154816,0.00878121,0.0300602,-0.000379539,461,-6.3696,-0.999873,-0.00150257,0.0153152,0.00426916,0.00184065,0,0.00105904,0.147683,0.000564363,0.00351112,0.62793,2.51295,2.32257,5.54148,5.52798,5.54492,5.53171,-2.12157,1.41637,-69.535,-69.4886,0.485779,11.0766,0.448977,11.0695
0.66,-6.36623,-1.00135,0.00158326,0.00897602,0.0301132,-0.000366052,466,-6.3682,-0.99987,-0.00149868,0.0153212,0.00427174,0.00184214,0,0.0010657,0.148317,0.000643999,0.00343141,0.620323,2.51193,2.31926,5.47426,5.46101,5.4777,5.46472,-2.06452,1.43853,-68.6924,-68.6461,0.485581,10.9424,0.448337,10.9353
0.67,-6.36476,-1.00135,0.00161835,0.00915294,0.030146,-0.00035278,471,-6.36679,-0.999867,-0.00149445,0.0153272,0.00427433,0.00184363,0,0.0010721,0.147693,0.000640056,0.00346611,0.627812,2.49604,2.30424,5.54025,5.52693,5.54376,5.53072,-2.06074,1.49542,-69.5215,-69.4742,0.482511,11.0745,0.445434,11.0672
0.68,-6.36327,-1.00134,0.00165301,0.00931317,0.0301684,-0.00034405,477,-6.36511,-0.999864,-0.0014899,0.0153344,0.00427744,0.00184543,0,0.00107825,0.148329,0.000714406,0.00338528,0.620183,2.49725,2.31739,5.47283,5.45976,5.47633,5.46352,-2.00318,1.51165,-68.6763,-68.6293,0.482743,10.9399,0.447975,10.9326
0.69,-6.3618,-1.00133,0.00168765,0.0094567,0.0301639,-0.000331244,482,-6.36371,-0.999861,-0.00148506,0.0153404,0.00428003,0.00184692,0,0.00108414,0.147701,0.000704569,0.00341943,0.627715,2.48255,2.30354,5.53921,5.52607,5.54277,5.5299,-2.00144,1.56259,-69.5101,-69.4622,0.479902,11.0727,0.445297,11.0653
0.7,-6.36031,-1.00132,0.00172185,0.00958527,0.0301435,-0.000318687,487,-6.3623,-0.999858,-0.00147995,0.0153464,0.00428262,0.00184842,0,0.0010898,0.148332,0.00077419,0.00333769,0.620142,2.48168,2.30113,5.47229,5.4594,5.47583,5.46319,-1.94738,1.57222,-68.6711,-68.6236,0.479735,10.939,0.444832,10.9317
0.71,-6.35883,-1.00131,0.00175601,0.00969981,0.0301195,-0.000310673,493,-6.36062,-0.999855,-0.0014746,0.0153536,0.00428573,0.00185021,0,0.00109522,0.147702,0.000759772,0.00337169,0.627699,2.46921,2.28971,5.5389,5.52594,5.54249,5.52979,-1.95408,1.61794,-69.5076,-69.4594,0.477324,11.0723,0.442624,11.0648
0.72,-6.35735,-1.0013,0.00178971,0.00979957,0.0300844,-0.000298603,498,-6.35922,-0.999852,-0.00146903,0.0153596,0.00428832,0.00185171,0,0.00110041,0.148345,0.000825265,0.00329541,0.619984,2.47152,2.2385,5.47078,5.45806,5.47433,5.46187,-1.92935,1.62349,-68.6534,-68.6056,0.477771,10.9362,0.432725,10.9288
0.73,-6.35587,-1.00129,0.0018234,0.00988549,0.0300495,-0.000286724,503,-6.35782,-0.999849,-0.00146327,0.0153656,0.00429092,0.00185321,0,0.00110538,0.14772,0.00080521,0.00333795,0.62748,2.46098,2.18936,5.53687,5.52408,5.54049,5.52794,-1.95082,1.66641,-69.4834,-69.435,0.475732,11.0684,0.423226,11.061
0.74,-6.35439,-1.00128,0.00185669,0.00995913,0.0300143,-0.000275029,508,-6.35642,-0.999846,-0.00145733,0.0153717,0.00429352,0.00185472,0,0.00111013,0.148357,0.000866422,0.00326623,0.619836,2.46167,2.13536,5.46938,5.4568,5.47296,5.46063,-1.92804,1.66826,-68.637,-68.589,0.475867,10.9336,0.412787,10.9262
0.75,-6.35291,-1.00128,0.00189001,0.0100216,0.0299882,-0.000267795,514,-6.35473,-0.999842,-0.00145125,0.0153789,0.00429664,0.00185652,0,0.00111468,0.147722,0.000842216,0.00331236,0.627462,2.4507,2.0996,5.53663,5.52395,5.54027,5.52784,-1.94981,1.70772,-69.4814,-69.4327,0.473745,11.0681,0.405875,11.0606
