t,x,y,theta,phiR,phiF,thetap,sr_j,Psx,Psy,d,Cs,Cs1,Cs2,Cs3,d_ave,x_d1,x_d2,x_d3,nu1,nu2,nu3,torque_fl,torque_fr,torque_rl,torque_rr,lamda1,lambda2,lambda3,lambda4,Q_phiR, Q_varphiR, Q_phiF, Q_varphiF
0.12,-6.60244,-1.00086,0.000103813,0.000218898,0.0103223,-0.000639356,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.054259,-0.000601672,-0.000251604,2.91482,1.73793,38.2964,0,0,0,0,0.177923,0.0238385,-159.036,-159.036,0.367748,27.8364,8.10357,27.8364
0.13,-6.60172,-1.00086,8.97398e-05,0.000222008,0.0104475,-0.0006517,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0751886,-0.0024885,-0.00128864,2.49622,1.78719,39.1757,0,0,0,0,0.159928,0.0259362,-116.068,-116.068,0.378173,20.7591,8.28963,20.7591
0.14,-6.60094,-1.00088,9.34172e-05,0.00022206,0.0104241,-0.000649367,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.077765,-0.00408997,-0.000483743,2.44469,1.76535,39.1431,0,0,0,0,0.156125,0.0227301,-110.778,-110.778,0.373552,19.8879,8.28274,19.8879
0.15,-6.60013,-1.00088,8.46747e-05,0.000224093,0.0105131,-0.000658189,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0800414,0.000542083,-0.000435342,2.39918,1.79819,39.5123,0,0,0,0,0.157105,0.0264127,-106.107,-106.107,0.380499,19.1184,8.36086,19.1184
0.16,-6.59921,-1.0009,9.65555e-05,0.000221939,0.0104186,-0.000648894,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0837116,-0.000352621,0.00111571,2.32577,1.79352,39.247,0,0,0,0,0.149903,0.0248759,-98.5716,-98.5716,0.379511,17.8773,8.30473,17.8773
0.17,-6.59844,-1.0009,9.80043e-05,0.000220405,0.0103884,-0.000645927,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0852732,-0.000348855,0.000205289,2.29454,1.79393,39.17,0,0,0,0,0.147232,0.0245355,-95.3657,-95.3657,0.379599,17.3492,8.28844,17.3492
0.18,-6.59757,-1.00091,9.56423e-05,0.00022113,0.0104063,-0.000647716,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.087447,-0.00084923,-0.000138878,2.25106,1.79906,39.2803,0,0,0,0,0.145683,0.0247447,-90.9029,-90.9029,0.380685,16.6142,8.31178,16.6142
0.19,-6.59669,-1.00091,0.000103052,0.000219678,0.010349,-0.000642095,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0870189,-0.000324545,0.000933393,2.25962,1.79328,39.0678,0,0,0,0,0.144488,0.0240028,-91.7819,-91.7819,0.37946,16.7589,8.2668,16.7589
0.2,-6.59581,-1.00092,0.000103411,0.000218162,0.0103244,-0.000639737,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0888189,-0.000770334,-0.00026552,2.22362,1.79414,39.0173,0,0,0,0,0.141799,0.0236062,-88.0866,-88.0865,0.379643,16.1503,8.25611,16.1503
0.21,-6.59492,-1.00093,0.0001024,0.000217995,0.0103376,-0.000641083,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0881581,-0.000548407,-6.34465e-05,2.23684,1.81083,39.0572,0,0,0,0,0.143667,0.0260697,-89.4433,-89.4433,0.383174,16.3738,8.26457,16.3737
0.22,-6.59403,-1.00093,0.000100766,0.000218472,0.0103516,-0.000642465,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0895134,-0.000717584,-0.000216112,2.20973,1.79923,39.1325,0,0,0,0,0.142237,0.0241127,-86.6608,-86.6608,0.38072,15.9154,8.28049,15.9154
0.23,-6.59314,-1.00094,9.99085e-05,0.000218236,0.0103635,-0.000643653,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0886236,-0.000599362,-1.63771e-05,2.22753,1.80725,39.1593,0,0,0,0,0.143837,0.0254198,-88.4877,-88.4877,0.382417,16.2163,8.28617,16.2163
0.24,-6.59225,-1.00094,9.83957e-05,0.000218558,0.0103753,-0.000644814,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0900277,-0.000675911,-0.000228033,2.19945,1.80341,39.2295,0,0,0,0,0.142617,0.0245528,-85.605,-85.605,0.381605,15.7415,8.30103,15.7415
0.25,-6.59126,-1.00095,9.75041e-05,0.000218514,0.010388,-0.000646078,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0890902,-0.000514052,-3.90911e-06,2.2182,1.80886,39.2573,0,0,0,0,0.144146,0.0255149,-87.5298,-87.5298,0.382757,16.0586,8.3069,16.0586
0.26,-6.59045,-1.00095,9.58981e-05,0.000218825,0.0104001,-0.000647282,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0902948,-0.00064948,-0.000245331,2.1941,1.80712,39.3259,0,0,0,0,0.143274,0.0249894,-85.0567,-85.0567,0.382389,15.6512,8.32142,15.6512
0.27,-6.58956,-1.00096,9.49776e-05,0.000218873,0.0104131,-0.000648571,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0889726,-0.000647379,-2.36331e-05,2.22055,1.81059,39.3462,0,0,0,0,0.145135,0.0257582,-87.7712,-87.7712,0.383123,16.0983,8.32572,16.0983
0.28,-6.58866,-1.00097,9.33105e-05,0.000219194,0.0104261,-0.000649855,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0905239,-0.000632819,-0.000254022,2.18952,1.81076,39.4253,0,0,0,0,0.144,0.0254293,-84.5864,-84.5864,0.38316,15.5738,8.34245,15.5738
0.29,-6.58776,-1.00097,9.24204e-05,0.000219281,0.0104391,-0.000651138,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0890735,-0.000661424,-1.74698e-05,2.21853,1.81337,39.4425,0,0,0,0,0.145944,0.0261061,-87.5639,-87.5639,0.383711,16.0642,8.34609,16.0642
0.3,-6.58686,-1.00098,9.07823e-05,0.000219591,0.0104516,-0.000652383,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0906883,-0.000621757,-0.000253498,2.18624,1.81418,39.5217,0,0,0,0,0.144773,0.0258543,-84.249,-84.249,0.383882,15.5182,8.36286,15.5182
0.31,-6.58596,-1.00098,9.0022e-05,0.000219688,0.0104636,-0.000653563,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.08913,-0.000671914,-1.28476e-06,2.2174,1.81587,39.5327,0,0,0,0,0.146761,0.0264275,-87.4479,-87.4479,0.38424,16.0451,8.36518,16.0451
0.32,-6.58506,-1.00099,8.84836e-05,0.000219964,0.010475,-0.000654692,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0907962,-0.000615487,-0.000247062,2.18408,1.81721,39.6089,0,0,0,0,0.145516,0.0262399,-84.0273,-84.0273,0.384524,15.4817,8.38131,15.4817
0.33,-6.58416,-1.001,8.78284e-05,0.000220057,0.0104859,-0.000655777,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.089142,-0.000679268,1.10498e-05,2.21716,1.8183,39.6142,0,0,0,0,0.147548,0.0267508,-87.4233,-87.4233,0.384756,16.041,8.38243,16.041
0.34,-6.58325,-1.001,8.63252e-05,0.000220317,0.0104967,-0.000656848,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0908745,-0.000610251,-0.000248249,2.18251,1.82,39.6899,0,0,0,0,0.146238,0.0265985,-83.8666,-83.8666,0.385114,15.4552,8.39845,15.4552
0.35,-6.58236,-1.00101,8.57162e-05,0.000220422,0.0105074,-0.000657901,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0890953,-0.000685303,1.81587e-05,2.21809,1.82053,39.6913,0,0,0,0,0.148369,0.0270576,-87.5191,-87.5191,0.385226,16.0568,8.39874,16.0568
0.36,-6.58145,-1.00101,8.41991e-05,0.000220678,0.0105181,-0.000658964,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0909134,-0.000605103,-0.000253987,2.18173,1.82265,39.7687,0,0,0,0,0.146989,0.0269477,-83.7867,-83.7867,0.385675,15.442,8.41511,15.442
0.37,-6.58055,-1.00102,8.3598e-05,0.000220799,0.0105288,-0.000660023,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.089093,-0.000689799,2.09733e-05,2.21814,1.82289,39.7693,0,0,0,0,0.149148,0.0273746,-87.5239,-87.5239,0.385726,16.0576,8.41524,16.0576
0.38,-6.57965,-1.00102,8.20324e-05,0.000221063,0.0105398,-0.000661115,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0909362,-0.000601565,-0.000263299,2.18128,1.8253,39.8484,0,0,0,0,0.147771,0.0273002,-83.74,-83.74,0.386236,15.4343,8.43198,15.4343
0.39,-6.57875,-1.00103,8.13554e-05,0.000221212,0.0105514,-0.000662255,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0890887,-0.00069288,1.47415e-05,2.21823,1.8255,39.8512,0,0,0,0,0.149972,0.027727,-87.5328,-87.5328,0.386278,16.0591,8.43258,16.0591
0.4,-6.57785,-1.00104,7.96849e-05,0.000221502,0.0105633,-0.000663442,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0910262,-0.000597413,-0.000275998,2.17948,1.82825,39.9359,0,0,0,0,0.148547,0.0276789,-83.5551,-83.5551,0.38686,15.4039,8.4505,15.4039
0.41,-6.57695,-1.00104,7.8958e-05,0.00022168,0.0105755,-0.000664648,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0890738,-0.000695652,1.19874e-05,2.21853,1.82813,39.9389,0,0,0,0,0.150871,0.0280847,-87.5634,-87.5634,0.386835,16.0641,8.45113,16.0641
0.42,-6.57604,-1.00105,7.72204e-05,0.000221983,0.010588,-0.00066589,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0910615,-0.000593593,-0.000285342,2.17877,1.83122,40.0269,0,0,0,0,0.14943,0.0280737,-83.4828,-83.4828,0.387489,15.392,8.46975,15.392
0.43,-6.57514,-1.00105,7.64587e-05,0.000222185,0.0106007,-0.000667145,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0890548,-0.000698204,1.08854e-05,2.2189,1.83087,40.0304,0,0,0,0,0.151813,0.0284583,-87.6023,-87.6023,0.387415,16.0705,8.47049,16.0705
0.44,-6.57424,-1.00106,7.46774e-05,0.000222497,0.0106136,-0.000668423,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0910914,-0.000590658,-0.000291697,2.17817,1.83426,40.1208,0,0,0,0,0.150343,0.0284782,-83.4215,-83.4215,0.388133,15.3819,8.48962,15.3819
0.45,-6.57334,-1.00107,7.39124e-05,0.000222712,0.0106265,-0.000669695,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0890763,-0.000700425,1.31956e-05,2.21847,1.83382,40.1246,0,0,0,0,0.15273,0.0288511,-87.5581,-87.5581,0.388038,16.0632,8.49042,16.0632
0.46,-6.57244,-1.00107,7.21299e-05,0.000223023,0.0106393,-0.000670966,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0911125,-0.000588008,-0.000294108,2.17775,1.83728,40.2149,0,0,0,0,0.151269,0.028882,-83.3781,-83.3781,0.388772,15.3747,8.50953,15.3747
0.47,-6.57154,-1.00108,7.13951e-05,0.000223241,0.010652,-0.000672221,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0889621,-0.00070311,1.82074e-05,2.22076,1.83644,40.2151,0,0,0,0,0.15379,0.0292295,-87.7927,-87.7927,0.388593,16.1019,8.50958,16.1019
0.48,-6.57063,-1.00108,6.95915e-05,0.000223552,0.0106648,-0.000673498,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0911101,-0.000584664,-0.000298172,2.1778,1.84025,40.3082,0,0,0,0,0.152234,0.0292833,-83.383,-83.383,0.389399,15.3755,8.52928,15.3755
0.49,-6.56973,-1.00109,6.88685e-05,0.000223774,0.0106775,-0.000674752,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0889631,-0.000704818,2.09275e-05,2.22074,1.83933,40.3083,0,0,0,0,0.15473,0.0296194,-87.7906,-87.7906,0.389206,16.1015,8.52929,16.1015
0.5,-6.56883,-1.0011,6.70796e-05,0.00022408,0.0106902,-0.00067601,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0911965,-0.000581808,-0.000298046,2.17607,1.84333,40.4026,0,0,0,0,0.153093,0.02968,-83.2056,-83.2056,0.390051,15.3463,8.54925,15.3463
0.51,-6.56793,-1.0011,6.64038e-05,0.000224297,0.0107025,-0.000677228,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0889868,-0.000707048,2.77502e-05,2.22026,1.8422,40.3999,0,0,0,0,0.155627,0.0299993,-87.7419,-87.7419,0.389812,16.0935,8.54867,16.0935
0.52,-6.56703,-1.00111,6.46438e-05,0.000224594,0.0107147,-0.000678448,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0912083,-0.000580756,-0.000296353,2.17583,1.8462,40.4928,0,0,0,0,0.154003,0.0300635,-83.1814,-83.1813,0.390658,15.3423,8.56833,15.3423
0.53,-6.56613,-1.00111,6.39805e-05,0.000224812,0.010727,-0.000679653,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0889163,-0.000709277,2.87658e-05,2.22168,1.84482,40.4877,0,0,0,0,0.156614,0.0303661,-87.8867,-87.8867,0.390368,16.1174,8.56725,16.1174
0.54,-6.56522,-1.00112,6.21924e-05,0.000225113,0.0107394,-0.000680892,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0912446,-0.000577817,-0.000300953,2.17511,1.84911,40.5837,0,0,0,0,0.154908,0.0304469,-83.1068,-83.1068,0.391275,15.3301,8.58758,15.3301
0.55,-6.56432,-1.00112,6.154e-05,0.000225336,0.0107516,-0.000682099,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0889463,-0.000710763,3.244e-05,2.22107,1.84767,40.5783,0,0,0,0,0.157498,0.0307404,-87.8251,-87.8251,0.390971,16.1072,8.58644,16.1072
0.56,-6.56342,-1.00113,5.97885e-05,0.000225628,0.0107637,-0.000683302,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.091251,-0.000578846,-0.000297073,2.17498,1.85194,40.6727,0,0,0,0,0.155813,0.0308226,-83.0937,-83.0937,0.391872,15.3279,8.60641,15.3279
0.57,-6.56252,-1.00114,5.91685e-05,0.000225845,0.0107756,-0.000684476,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0889361,-0.000712161,3.53835e-05,2.22128,1.85036,40.6656,0,0,0,0,0.158407,0.0311007,-87.846,-87.846,0.391539,16.1107,8.60491,16.1107
0.58,-6.56161,-1.00114,5.74416e-05,0.00022613,0.0107873,-0.000685655,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0912531,-0.000579512,-0.000293994,2.17494,1.85468,40.7596,0,0,0,0,0.156716,0.0311887,-83.0894,-83.0894,0.392454,15.3272,8.62479,15.3272
0.59,-6.56071,-1.00115,5.68364e-05,0.000226345,0.0107991,-0.00068681,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0889312,-0.00071322,3.67329e-05,2.22138,1.85304,40.7515,0,0,0,0,0.159299,0.0314575,-87.8561,-87.8561,0.392106,16.1123,8.62308,16.1123
0.6,-6.55981,-1.00115,5.51276e-05,0.000226626,0.0108107,-0.000687972,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0912538,-0.000579546,-0.000291711,2.17492,1.85739,40.8452,0,0,0,0,0.157607,0.0315479,-83.0879,-83.0879,0.393026,15.3269,8.64289,15.3269
0.61,-6.55891,-1.00116,5.45392e-05,0.000226839,0.0108222,-0.00068911,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0889302,-0.00071466,3.8199e-05,2.2214,1.85566,40.8362,0,0,0,0,0.160177,0.0318043,-87.858,-87.858,0.39266,16.1126,8.641,16.1126
0.62,-6.55801,-1.00117,5.28618e-05,0.000227113,0.0108335,-0.000690246,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0912535,-0.00058182,-0.000287206,2.17493,1.86004,40.929,0,0,0,0,0.158479,0.0318989,-83.0886,-83.0885,0.393587,15.327,8.66064,15.327
0.63,-6.55711,-1.00117,5.23019e-05,0.000227322,0.0108448,-0.000691351,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0889324,-0.000716716,4.04264e-05,2.22135,1.8582,40.9188,0,0,0,0,0.161034,0.0321381,-87.8536,-87.8536,0.393197,16.1119,8.65849,16.1119
0.64,-6.5562,-1.00118,5.06459e-05,0.000227589,0.0108558,-0.000692465,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0913071,-0.000581622,-0.000285471,2.17386,1.86271,41.0121,0,0,0,0,0.15929,0.0322404,-82.9785,-82.9785,0.394152,15.3089,8.67822,15.3089
0.65,-6.55521,-1.00118,5.01697e-05,0.000227783,0.0108664,-0.000693504,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0891583,-0.000590888,5.25259e-05,2.21684,1.86105,41.0028,0,0,0,0,0.161607,0.0324654,-87.39,-87.39,0.393802,16.0355,8.67626,16.0355
0.66,-6.5544,-1.00119,4.8439e-05,0.000228067,0.0108781,-0.000694678,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0912507,-0.000583843,-0.000282024,2.17499,1.8652,41.0926,0,0,0,0,0.160201,0.0325803,-83.0944,-83.0944,0.394679,15.328,8.69525,15.328
0.67,-6.5535,-1.0012,4.79324e-05,0.000228266,0.0108888,-0.000695729,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0889135,-0.000720672,4.48389e-05,2.22173,1.8632,41.0798,0,0,0,0,0.162741,0.0327985,-87.8924,-87.8924,0.394255,16.1183,8.69255,16.1183
0.68,-6.55259,-1.0012,4.63584e-05,0.000228514,0.0108991,-0.000696771,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0911886,-0.000587579,-0.000274612,2.17623,1.86753,41.1685,0,0,0,0,0.161075,0.0328983,-83.2218,-83.2218,0.395173,15.349,8.71132,15.349
0.69,-6.5517,-1.00121,4.58492e-05,0.000228711,0.0109097,-0.00069781,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0889359,-0.000721578,4.36445e-05,2.22128,1.86564,41.157,0,0,0,0,0.163521,0.0331131,-87.8464,-87.8464,0.394772,16.1107,8.70888,16.1107
0.7,-6.55079,-1.00121,4.42925e-05,0.000228958,0.0109199,-0.000698844,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0912417,-0.000590024,-0.000270356,2.17517,1.87004,41.2462,0,0,0,0,0.161823,0.0332149,-83.1128,-83.1128,0.395703,15.331,8.72775,15.331
0.71,-6.54989,-1.00122,4.38118e-05,0.00022915,0.0109301,-0.000699849,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0889538,-0.000723852,4.48036e-05,2.22092,1.86797,41.2326,0,0,0,0,0.164298,0.0334125,-87.8096,-87.8096,0.395266,16.1047,8.72488,16.1047
0.72,-6.54899,-1.00122,4.22195e-05,0.000229405,0.0109408,-0.000700918,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0912746,-0.000590765,-0.000269828,2.17451,1.87252,41.3235,0,0,0,0,0.162602,0.0335318,-83.0452,-83.0452,0.396228,15.3199,8.74411,15.3199
0.73,-6.54809,-1.00123,4.1759e-05,0.000229593,0.0109508,-0.000701905,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0889885,-0.000726177,4.62986e-05,2.22023,1.87041,41.3091,0,0,0,0,0.165059,0.0337225,-87.7385,-87.7385,0.395782,16.0929,8.74107,16.0929
0.74,-6.54718,-1.00124,4.02791e-05,0.000229822,0.0109604,-0.000702877,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0912529,-0.00059725,-0.000259168,2.17494,1.87477,41.3952,0,0,0,0,0.163374,0.0338272,-83.0899,-83.0899,0.396703,15.3273,8.75929,15.3273
0.75,-6.54628,-1.00124,3.98375e-05,0.00023,0.01097,-0.000703826,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0889933,-0.000728098,4.57223e-05,2.22013,1.87265,41.3801,0,0,0,0,0.165808,0.0340115,-87.7286,-87.7286,0.396257,16.0913,8.75609,16.0913
0.76,-6.54538,-1.00125,3.83941e-05,0.000230222,0.0109794,-0.000704772,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0912321,-0.000601343,-0.000253191,2.17536,1.87695,41.4647,0,0,0,0,0.16413,0.0341137,-83.1326,-83.1326,0.397165,15.3343,8.77399,15.3343
0.77,-6.54448,-1.00125,3.79671e-05,0.000230395,0.0109888,-0.000705696,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0890032,-0.000729795,4.55219e-05,2.21994,1.87482,41.4493,0,0,0,0,0.166533,0.0342889,-87.7082,-87.7082,0.396715,16.088,8.77074,16.088
