t,x,y,theta,phi,sr_j,Psx,Psy,d,Cs,Cs1,Cs2,Cs3,d_ave,x_d1,x_d2,x_d3,nu1,nu2,torque_fl,torque_fr,torque_rl,torque_rr,lamda1,lambda2,lambda3,lambda4,Q_phi, Q_varphif, Q_varphir
98.78,2.37775,0.619572,0.212506,0.00683353,59698,2.37394,0.634607,-0.0155062,-0.0725733,0.0262203,-0.00662099,-0.0137934,0.00919475,0.0911834,0.0203083,-0.000951142,0.0650791,-13.5256,1.04343,1.04379,1.04421,1.04457,0.179228,0.445545,-13.4937,-13.5039,-1.36839,2.08722,2.08878
98.79,2.37865,0.619774,0.2125,0.0066178,59705,2.3748,0.63477,-0.0154797,-0.0725503,0.0262144,-0.00663262,-0.0137559,0.00919539,0.0902759,0.0225124,-0.000223515,0.0692863,-12.8933,1.11037,1.11073,1.1114,1.11177,0.44773,0.631774,-14.3591,-14.3726,-1.30441,2.2211,2.22317
98.8,2.37956,0.619948,0.212489,0.0064593,59712,2.37567,0.634933,-0.0154639,-0.0725273,0.0262086,-0.00664421,-0.0137185,0.00919602,0.089356,0.014603,-0.0013349,0.0949728,-13.4328,1.52276,1.52325,1.52375,1.52424,0.134335,0.562469,-19.6921,-19.7052,-1.359,3.04601,3.048
98.81,2.38046,0.620156,0.212483,0.00631457,59720,2.37665,0.635119,-0.0154371,-0.0725011,0.026202,-0.00665741,-0.0136758,0.00919666,0.0911256,0.0202845,-0.000968483,0.065709,-13.8229,1.05363,1.05396,1.05433,1.05467,0.116782,0.402275,-13.6254,-13.6346,-1.39847,2.1076,2.109
98.82,2.38137,0.620358,0.212476,0.00610199,59727,2.37751,0.635281,-0.0154105,-0.0724781,0.0261961,-0.00666894,-0.0136385,0.00919729,0.0902262,0.0224788,-0.000245207,0.069852,-13.0092,1.11946,1.11981,1.12048,1.12082,0.462234,0.635969,-14.4766,-14.4898,-1.31614,2.23927,2.2413
98.83,2.38227,0.620532,0.212466,0.00592333,59735,2.3785,0.635467,-0.0153945,-0.0724518,0.0261894,-0.00668207,-0.0135959,0.00919791,0.0893127,0.0146075,-0.0013599,0.0953915,-13.4362,1.52944,1.5299,1.53045,1.53091,0.198653,0.593825,-19.7784,-19.7916,-1.35934,3.05934,3.06136
98.84,2.38318,0.620739,0.212459,0.00575943,59742,2.37936,0.63563,-0.0153676,-0.0724289,0.0261836,-0.00669352,-0.0135587,0.00919854,0.0911404,0.0202795,-0.000998481,0.0655742,-13.5861,1.05133,1.05164,1.05213,1.05244,0.280002,0.495718,-13.5955,-13.606,-1.37451,2.10297,2.10457
98.85,2.38408,0.620941,0.212453,0.00553559,59749,2.38022,0.635793,-0.0153409,-0.0724059,0.0261777,-0.00670495,-0.0135216,0.00919916,0.0902096,0.0224498,-0.000272376,0.070086,-13.1393,1.12326,1.12357,1.12424,1.12455,0.468945,0.632387,-14.5254,-14.5383,-1.32931,2.24683,2.24878
98.86,2.38499,0.621115,0.212442,0.00536439,59757,2.38121,0.635979,-0.0153247,-0.0723796,0.0261709,-0.00671797,-0.0134793,0.00919978,0.0892995,0.0146184,-0.00136331,0.0955079,-13.6168,1.53137,1.53178,1.53232,1.53273,0.187793,0.575614,-19.8029,-19.8154,-1.37761,3.06314,3.06505
98.87,2.38589,0.621322,0.212436,0.00519709,59764,2.38207,0.636141,-0.0152977,-0.0723567,0.026165,-0.00672932,-0.0134424,0.00920039,0.0911209,0.0202603,-0.000895963,0.0658144,-13.686,1.05516,1.05544,1.05595,1.05622,0.299766,0.500959,-13.6448,-13.6551,-1.38461,2.1106,2.11217
98.88,2.38689,0.621527,0.212429,0.00495007,59772,2.38305,0.636327,-0.0152726,-0.0723304,0.0261583,-0.00674227,-0.0134002,0.00920101,0.0900585,0.0151139,-0.000803652,0.0870295,-12.9846,1.39499,1.39534,1.39611,1.39646,0.525794,0.73856,-18.0391,-18.0538,-1.31365,2.79033,2.79257
98.89,2.3877,0.621698,0.212422,0.00476093,59779,2.38392,0.636489,-0.0152545,-0.0723075,0.0261524,-0.00675356,-0.0133634,0.00920162,0.0894222,0.0146712,-0.00120307,0.094202,-13.5774,1.51035,1.51071,1.51131,1.51167,0.271121,0.608484,-19.5309,-19.5434,-1.37363,3.02107,3.02298
98.9,2.38861,0.621906,0.212416,0.00455447,59786,2.38478,0.636652,-0.0152273,-0.0722845,0.0261464,-0.00676482,-0.0133266,0.00920223,0.091284,0.0202947,-0.000882255,0.0641478,-13.4849,1.02833,1.02856,1.02917,1.02941,0.450267,0.577588,-13.2975,-13.3086,-1.36427,2.05689,2.05858
98.91,2.38952,0.622108,0.21241,0.00429514,59794,2.38577,0.636837,-0.0152001,-0.0722583,0.0261396,-0.00677765,-0.0132846,0.00920284,0.0904831,0.0226066,-0.000242408,0.0670943,-13.0926,1.07522,1.07545,1.0762,1.07643,0.624366,0.696014,-13.9037,-13.9166,-1.32458,2.15066,2.15263
98.92,2.39042,0.622282,0.212399,0.00412207,59801,2.38663,0.637,-0.0151835,-0.0722354,0.0261337,-0.00678885,-0.013248,0.00920344,0.0894924,0.0147128,-0.00144984,0.0934408,-13.8537,1.49831,1.49862,1.49917,1.49948,0.221125,0.559518,-19.3748,-19.3861,-1.40158,2.99692,2.99865
98.93,2.39133,0.62249,0.21239,0.00395474,59809,2.38761,0.637185,-0.0151559,-0.0722091,0.0261269,-0.0068016,-0.0132062,0.00920404,0.0912602,0.0203234,-0.00119036,0.0643401,-13.9473,1.03168,1.03188,1.03239,1.03259,0.317861,0.48675,-13.3407,-13.35,-1.41105,2.06356,2.06498
98.94,2.39224,0.622693,0.212381,0.00370936,59816,2.38848,0.637348,-0.0151284,-0.0721862,0.0261209,-0.00681273,-0.0131697,0.00920464,0.0904125,0.0226123,-0.000607997,0.0677839,-13.2672,1.08646,1.08667,1.0874,1.0876,0.608653,0.680236,-14.049,-14.0612,-1.34224,2.17313,2.175
98.95,2.39314,0.622867,0.212367,0.0035197,59823,2.38934,0.63751,-0.0151114,-0.0721633,0.0261149,-0.00682383,-0.0131333,0.00920524,0.0894428,0.0146893,-0.0017369,0.0939778,-13.7885,1.50695,1.50721,1.50783,1.50809,0.305142,0.601446,-19.4863,-19.4978,-1.39498,3.01416,3.01592
98.96,2.39414,0.623095,0.212355,0.00332031,59832,2.39045,0.637718,-0.0150803,-0.0721338,0.0261072,-0.00683805,-0.0130866,0.00920583,0.0912202,0.0203791,-0.00107333,0.0646163,-13.8232,1.036,1.03618,1.03676,1.03693,0.429156,0.548105,-13.3964,-13.4063,-1.39849,2.07218,2.07368
98.97,2.39495,0.623277,0.212343,0.00306871,59838,2.39119,0.637857,-0.0150557,-0.0721141,0.026102,-0.00684751,-0.0130554,0.00920642,0.0904117,0.0226327,-0.0009709,0.0677537,-13.2056,1.08608,1.08625,1.08703,1.08719,0.689002,0.720064,-14.0439,-14.0562,-1.33601,2.17234,2.17422
98.98,2.39586,0.623452,0.212326,0.00287023,59846,2.39218,0.638043,-0.0150384,-0.0720879,0.0260952,-0.00686008,-0.013014,0.00920701,0.089459,0.0146694,-0.00201701,0.0938683,-13.8814,1.50529,1.50551,1.50613,1.50635,0.324664,0.598626,-19.4645,-19.4755,-1.40438,3.0108,3.01248
98.99,2.39677,0.62366,0.212311,0.00268389,59853,2.39304,0.638205,-0.0150101,-0.072065,0.0260891,-0.00687105,-0.0129779,0.0092076,0.0912516,0.0204161,-0.00180556,0.0642389,-13.8929,1.03021,1.03035,1.03094,1.03107,0.449439,0.54921,-13.3214,-13.3308,-1.40554,2.06057,2.06201
99,2.39767,0.623863,0.212297,0.00241918,59860,2.39391,0.638367,-0.014982,-0.0720421,0.0260831,-0.00688199,-0.0129418,0.00920818,0.0903925,0.0226543,-0.00132317,0.0679044,-13.2451,1.08865,1.08878,1.08956,1.0897,0.723099,0.73137,-14.0768,-14.0888,-1.34001,2.17743,2.17926
99.01,2.39858,0.624037,0.212277,0.00221541,59868,2.39489,0.638552,-0.0149644,-0.0720159,0.0260762,-0.00689445,-0.0129006,0.00920876,0.0894646,0.0146281,-0.00227291,0.0939059,-13.9263,1.50598,1.50614,1.50678,1.50695,0.357818,0.60453,-19.4731,-19.4836,-1.40892,3.01212,3.01373
99.02,2.39949,0.624246,0.21226,0.00203214,59875,2.39576,0.638714,-0.0149358,-0.0719929,0.0260701,-0.00690532,-0.0128646,0.00920934,0.0912329,0.0204205,-0.00206604,0.0644238,-14.0574,1.03332,1.03343,1.03399,1.0341,0.428878,0.526831,-13.3614,-13.3701,-1.42219,2.06675,2.06809
99.03,2.40039,0.624448,0.212243,0.00176639,59883,2.39674,0.638899,-0.0149074,-0.0719668,0.0260632,-0.00691771,-0.0128236,0.00920992,0.0903925,0.0226445,-0.00163505,0.0679382,-13.4233,1.08938,1.08947,1.09023,1.09032,0.700128,0.706365,-14.086,-14.0972,-1.35804,2.17885,2.18055
99.04,2.4013,0.624628,0.212238,0.00155208,59890,2.39761,0.639061,-0.0148888,-0.0719438,0.0260571,-0.00692852,-0.0127878,0.00921049,0.089395,0.0173359,0.000186312,0.0888923,-13.9388,1.425,1.42511,1.42577,1.42588,0.424467,0.611531,-18.4256,-18.4357,-1.41019,2.85011,2.85164
99.05,2.4022,0.624828,0.212242,0.00134778,59897,2.39847,0.639223,-0.0148697,-0.0719209,0.026051,-0.0069393,-0.012752,0.00921106,0.0865045,0.0236783,0.000441263,0.103791,-13.9413,1.66383,1.66394,1.66464,1.66476,0.391196,0.643775,-21.5137,-21.5243,-1.41044,3.32777,3.3294
99.06,2.40312,0.624996,0.21224,0.00109715,59905,2.39946,0.639408,-0.0148586,-0.0718948,0.026044,-0.00695158,-0.0127112,0.00921163,0.0917023,0.0153097,-0.000897804,0.0705902,-13.3988,1.13155,1.13161,1.13239,1.13246,0.75036,0.736649,-14.631,-14.6421,-1.35555,2.26316,2.26485
99.07,2.40403,0.625193,0.212236,0.000792154,59912,2.40032,0.63957,-0.0148347,-0.0718719,0.0260379,-0.00696229,-0.0126756,0.0092122,0.0922782,0.0168927,-0.000307264,0.0616242,-13.2263,0.987568,0.987607,0.988415,0.988454,0.870705,0.773133,-12.7692,-12.7803,-1.33811,1.97518,1.97687
99.08,2.40493,0.625398,0.212232,0.000581787,59919,2.40119,0.639731,-0.0148093,-0.071849,0.0260317,-0.00697297,-0.01264,0.00921276,0.0899277,0.0223174,-0.000122531,0.0732093,-14.2259,1.17368,1.17371,1.17429,1.17433,0.429868,0.536235,-15.1756,-15.1837,-1.43924,2.34738,2.34862
99.09,2.40584,0.625588,0.212226,0.000430806,59927,2.40218,0.639916,-0.014787,-0.0718228,0.0260247,-0.00698515,-0.0125994,0.00921333,0.0899009,0.021197,-0.000687747,0.0758508,-14.81,1.21641,1.21644,1.2169,1.21692,0.202974,0.401494,-15.7282,-15.7345,-1.49832,2.43285,2.43382
99.1,2.40675,0.625772,0.212226,0.000202634,59934,2.40304,0.640078,-0.0147706,-0.0717999,0.0260186,-0.00699576,-0.012564,0.00921389,0.0913685,0.0198329,-0.000497498,0.064355,-14.0514,1.03171,1.03172,1.03235,1.03237,0.574371,0.588935,-13.3399,-13.3483,-1.42158,2.06344,2.06472
99.11,2.40765,0.625973,0.212208,-8.12995e-05,59942,2.40403,0.640262,-0.0147441,-0.0717737,0.0260115,-0.00700786,-0.0125236,0.00921445,0.0902514,0.0226466,-0.00212518,0.0693343,-13.5848,1.11204,1.11204,1.1128,1.11279,0.769151,0.723832,-14.3784,-14.3884,-1.37437,2.22407,2.22559
99.12,2.40856,0.626149,0.212178,-0.000286164,59949,2.4049,0.640424,-0.0147248,-0.0717509,0.0260054,-0.00701842,-0.0124882,0.009215,0.0892816,0.0148558,-0.0033032,0.0952403,-14.1695,1.52776,1.52774,1.52843,1.52841,0.447918,0.607959,-19.7535,-19.7623,-1.43353,3.05549,3.05683
99.13,2.40946,0.626357,0.212148,-0.000485434,59956,2.40576,0.640585,-0.0146946,-0.071728,0.0259992,-0.00702895,-0.012453,0.00921555,0.0910049,0.0203031,-0.00331608,0.0669282,-14.2682,1.07399,1.07396,1.07456,1.07453,0.514439,0.548953,-13.8863,-13.8939,-1.44351,2.14794,2.14909
99.14,2.41037,0.62656,0.212117,-0.000769841,59964,2.40675,0.64077,-0.0146649,-0.0717018,0.0259921,-0.00704094,-0.0124128,0.0092161,0.0901782,0.0226486,-0.00298241,0.0700511,-13.5083,1.12385,1.12381,1.1246,1.12456,0.835203,0.755325,-14.531,-14.5408,-1.36664,2.24767,2.24916
99.15,2.41127,0.626735,0.212084,-0.000997748,59971,2.40761,0.640932,-0.0146462,-0.071679,0.0259859,-0.0070514,-0.0123777,0.00921665,0.0892745,0.0147155,-0.00357511,0.0956017,-14.0039,1.5336,1.53352,1.53427,1.53419,0.549735,0.655227,-19.8287,-19.8375,-1.41677,3.06712,3.06846
99.16,2.41218,0.626943,0.212051,-0.00121233,59978,2.40848,0.641093,-0.0146162,-0.0716561,0.0259797,-0.00706183,-0.0123426,0.0092172,0.0910086,0.0203168,-0.00349262,0.0668665,-14.1283,1.07304,1.07298,1.07362,1.07355,0.604503,0.592351,-13.8739,-13.8814,-1.42936,2.14602,2.14717
99.17,2.41308,0.627146,0.212019,-0.00149427,59986,2.40947,0.641277,-0.0145863,-0.0716299,0.0259726,-0.00707372,-0.0123026,0.00921774,0.0901331,0.0226436,-0.00318256,0.0705164,-13.6378,1.13147,1.13139,1.13215,1.13206,0.810212,0.72771,-14.6292,-14.6381,-1.37974,2.26286,2.26421
99.18,2.41398,0.62732,0.211984,-0.00171534,59993,2.41033,0.641439,-0.0145673,-0.0716071,0.0259663,-0.00708409,-0.0122677,0.00921828,0.0892452,0.0146816,-0.0037299,0.0959641,-14.0726,1.53951,1.53937,1.54012,1.53999,0.553829,0.640771,-19.9047,-19.9128,-1.42373,3.07888,3.08011
99.19,2.41489,0.627529,0.211949,-0.00194247,60000,2.4112,0.6416,-0.0145371,-0.0715842,0.0259601,-0.00709443,-0.0122329,0.00921881,0.0910052,0.0203364,-0.00365952,0.0668621,-14.0046,1.07303,1.07292,1.07359,1.07349,0.685685,0.630245,-13.8735,-13.8809,-1.41685,2.14595,2.14708
99.2,2.41579,0.627732,0.211915,-0.0022402,60008,2.41219,0.641784,-0.0145071,-0.0715581,0.025953,-0.00710621,-0.0121931,0.00921935,0.0901556,0.0226487,-0.00333754,0.0702923,-13.5324,1.12795,1.12783,1.12861,1.12848,0.88311,0.758681,-14.5835,-14.5921,-1.36907,2.25578,2.25709
99.21,2.41669,0.627906,0.211879,-0.00246169,60015,2.41306,0.641946,-0.0144879,-0.0715352,0.0259467,-0.00711649,-0.0121584,0.00921988,0.0892811,0.0146627,-0.00382687,0.0956575,-14.1412,1.53468,1.53449,1.53523,1.53504,0.557071,0.622738,-19.8419,-19.8492,-1.43067,3.06916,3.07027
99.22,2.4176,0.628115,0.211843,-0.00268715,60023,2.41405,0.64213,-0.0144575,-0.0715091,0.0259395,-0.0071282,-0.0121188,0.0092204,0.091037,0.0203544,-0.00371287,0.066524,-14.113,1.06769,1.06755,1.0682,1.06806,0.67108,0.606916,-13.8042,-13.8109,-1.42782,2.13524,2.13626
99.23,2.4185,0.628318,0.211809,-0.00297335,60030,2.41491,0.642291,-0.0144274,-0.0714863,0.0259332,-0.00713841,-0.0120842,0.00922093,0.0901443,0.0226406,-0.00337004,0.0704339,-13.649,1.13032,1.13015,1.1309,1.13074,0.861704,0.731886,-14.6138,-14.6215,-1.38087,2.26047,2.26164
99.24,2.41941,0.628492,0.211772,-0.00319558,60037,2.41578,0.642452,-0.0144081,-0.0714634,0.0259269,-0.0071486,-0.0120496,0.00922145,0.0892796,0.0146362,-0.0038541,0.0957306,-14.156,1.53591,1.53566,1.53642,1.53617,0.581243,0.619324,-19.8575,-19.8641,-1.43216,3.07157,3.07258
99.25,2.42031,0.628701,0.211736,-0.00341598,60045,2.41677,0.642636,-0.0143775,-0.0714373,0.0259197,-0.0071602,-0.0120102,0.00922197,0.0909849,0.0203508,-0.00373326,0.0670556,-14.3109,1.07632,1.07613,1.07675,1.07657,0.613885,0.559513,-13.9155,-13.9212,-1.44784,2.15245,2.15332
99.26,2.42122,0.628903,0.211701,-0.00370266,60052,2.41763,0.642797,-0.0143473,-0.0714145,0.0259134,-0.00717033,-0.0119758,0.00922249,0.0901314,0.0226286,-0.00339416,0.0705949,-13.6157,1.13295,1.13274,1.1335,1.13329,0.902984,0.744448,-14.6476,-14.6548,-1.3775,2.2657,2.26679
99.27,2.42212,0.629078,0.211663,-0.00394028,60059,2.4185,0.642958,-0.0143279,-0.0713916,0.0259071,-0.00718042,-0.0119415,0.009223,0.0892709,0.0146085,-0.00388375,0.0958715,-14.0318,1.5382,1.53789,1.53868,1.53838,0.660926,0.65051,-19.8867,-19.8931,-1.4196,3.07609,3.07706
99.28,2.42303,0.629287,0.211625,-0.00416555,60067,2.41949,0.643142,-0.014297,-0.0713655,0.0258999,-0.00719192,-0.0119023,0.00922351,0.0908769,0.0205075,-0.00420772,0.0677903,-14.3277,1.08831,1.08808,1.08871,1.08848,0.630315,0.558065,-14.0703,-14.0756,-1.44953,2.1764,2.17719
99.29,2.42393,0.629489,0.211585,-0.00444744,60074,2.42036,0.643303,-0.0142664,-0.0713427,0.0258935,-0.00720195,-0.0118681,0.00922402,0.0900613,0.0226658,-0.00385067,0.0712132,-13.672,1.14311,1.14285,1.1436,1.14335,0.902202,0.731222,-14.7786,-14.7851,-1.3832,2.28596,2.28695
99.3,2.42483,0.629663,0.21154,-0.0046826,60081,2.42122,0.643464,-0.0142467,-0.0713199,0.0258872,-0.00721196,-0.0118339,0.00922453,0.0893543,0.0145124,-0.00459115,0.0952603,-14.0749,1.52861,1.52826,1.52905,1.52869,0.670604,0.635881,-19.7625,-19.7682,-1.42396,3.05687,3.05774
99.31,2.42574,0.629873,0.211497,-0.00491508,60089,2.42222,0.643648,-0.0142152,-0.0712938,0.0258799,-0.00722335,-0.011795,0.00922503,0.0908739,0.0205503,-0.00468165,0.0677322,-14.1797,1.08755,1.08729,1.08794,1.08767,0.713075,0.595937,-14.0603,-14.0653,-1.43456,2.17484,2.17561
99.32,2.42664,0.630075,0.211453,-0.00519938,60096,2.42308,0.643808,-0.0141844,-0.071271,0.0258735,-0.0072333,-0.0117609,0.00922553,0.0900251,0.0226675,-0.00413473,0.0715767,-13.723,1.14911,1.14881,1.14955,1.14925,0.899292,0.715491,-14.856,-14.8618,-1.38835,2.29792,2.2988
99.33,2.42754,0.630249,0.211406,-0.00542717,60103,2.42395,0.643969,-0.0141645,-0.0712482,0.0258671,-0.00724321,-0.011727,0.00922603,0.0893407,0.014476,-0.0048957,0.0954722,-14.1378,1.53215,1.53174,1.53253,1.53211,0.666178,0.614065,-19.8079,-19.8128,-1.43032,3.06389,3.06464
99.34,2.42845,0.630459,0.211359,-0.00566014,60111,2.42494,0.644153,-0.0141327,-0.0712221,0.0258598,-0.0072545,-0.0116882,0.00922652,0.0908489,0.0205667,-0.00501079,0.0679498,-14.1666,1.0912,1.09089,1.09155,1.09124,0.735539,0.596564,-14.1072,-14.1118,-1.43324,2.1821,2.18279
99.35,2.42935,0.630661,0.211313,-0.00594769,60118,2.42581,0.644313,-0.0141017,-0.0711993,0.0258534,-0.00726435,-0.0116544,0.00922701,0.0899999,0.0226697,-0.00438867,0.071829,-13.7054,1.15331,1.15297,1.1537,1.15336,0.922796,0.715916,-14.91,-14.9152,-1.38658,2.30628,2.30706
99.36,2.43025,0.630835,0.211263,-0.00617794,60125,2.42668,0.644474,-0.0140816,-0.0711765,0.025847,-0.00727418,-0.0116206,0.0092275,0.0893279,0.0144436,-0.00520491,0.0956644,-14.1102,1.53536,1.53489,1.5357,1.53522,0.695695,0.613065,-19.849,-19.8534,-1.42753,3.07025,3.07092
99.37,2.43116,0.631045,0.211213,-0.00641838,60133,2.42767,0.644658,-0.0140496,-0.0711504,0.0258397,-0.00728537,-0.0115821,0.00922798,0.0908493,0.0205895,-0.00534535,0.0679026,-14.0623,1.09059,1.09024,1.09091,1.09056,0.793376,0.618391,-14.0991,-14.1033,-1.42269,2.18084,2.18147
99.38,2.43206,0.631248,0.211164,-0.00671483,60140,2.42854,0.644818,-0.0140184,-0.0711276,0.0258332,-0.00729513,-0.0115484,0.00922847,0.0900281,0.022683,-0.00464643,0.0715337,-13.6129,1.14872,1.14833,1.14907,1.14869,0.97516,0.732828,-14.8504,-14.8551,-1.37721,2.29705,2.29776
99.39,2.43296,0.631422,0.21111,-0.00694486,60147,2.4294,0.644979,-0.013998,-0.0711048,0.0258268,-0.00730486,-0.0115148,0.00922895,0.0893683,0.0144213,-0.0055161,0.0953168,-14.1206,1.52992,1.52939,1.53021,1.52968,0.707361,0.599237,-19.7783,-19.7821,-1.42858,3.05931,3.05989
99.4,2.43387,0.631632,0.211057,-0.00717338,60155,2.4304,0.645162,-0.0139658,-0.0710788,0.0258194,-0.00731595,-0.0114765,0.00922942,0.0908482,0.0206109,-0.00567853,0.0678814,-14.1934,1.09044,1.09005,1.0907,1.09031,0.749541,0.576507,-14.0969,-14.1004,-1.43595,2.1805,2.18102
99.41,2.43477,0.631834,0.211005,-0.00746368,60162,2.43126,0.645322,-0.0139343,-0.071056,0.025813,-0.00732563,-0.0114431,0.0092299,0.0900226,0.0226875,-0.00490324,0.0715909,-13.631,1.1498,1.14937,1.1501,1.14968,0.978563,0.720009,-14.8641,-14.8681,-1.37905,2.29917,2.29978
99.42,2.43567,0.632008,0.210949,-0.00769771,60169,2.43213,0.645483,-0.0139138,-0.0710332,0.0258065,-0.00733527,-0.0114096,0.00923037,0.0893769,0.0143906,-0.00582783,0.0952944,-14.0646,1.52969,1.5291,1.52994,1.52935,0.743307,0.601532,-19.775,-19.7782,-1.42292,3.05879,3.05929
99.43,2.43658,0.632231,0.210909,-0.00793411,60177,2.43312,0.645666,-0.0138763,-0.0710072,0.0257991,-0.00734626,-0.0113715,0.00923084,0.0918269,0.0247063,-0.00268538,0.0497565,-14.317,0.798961,0.798644,0.799166,0.798849,0.750013,0.537546,-10.3285,-10.3312,-1.44845,1.5976,1.59802
99.44,2.43747,0.632421,0.210874,-0.00822495,60184,2.43399,0.645826,-0.0138503,-0.0709844,0.0257926,-0.00735584,-0.0113383,0.0092313,0.0869359,0.0234723,-0.00323668,0.100151,-13.7969,1.60747,1.60681,1.60772,1.60706,0.863717,0.669915,-20.7802,-20.7835,-1.39583,3.21429,3.21478
99.45,2.4384,0.632593,0.210843,-0.00844625,60191,2.43486,0.645987,-0.0138346,-0.0709616,0.0257861,-0.0073654,-0.0113051,0.00923176,0.0945012,0.0160345,-0.00337989,0.0417564,-14.1543,0.67045,0.670167,0.670646,0.670363,0.845146,0.580237,-8.66705,-8.66963,-1.43199,1.34062,1.34101
99.46,2.43929,0.632793,0.210819,-0.00874277,60199,2.43585,0.64617,-0.0138063,-0.0709356,0.0257786,-0.00737629,-0.0112672,0.00923222,0.0895797,0.0189872,-0.00174709,0.0836918,-13.7334,1.34281,1.34222,1.34303,1.34244,0.944837,0.687736,-17.3585,-17.3614,-1.3894,2.68502,2.68547
99.47,2.4402,0.632974,0.210789,-0.00893739,60206,2.43672,0.64633,-0.0137838,-0.0709128,0.0257721,-0.00738578,-0.0112341,0.00923268,0.0947646,0.0140533,-0.00331399,0.0433348,-14.3648,0.695701,0.69539,0.695861,0.69555,0.772818,0.531292,-8.99335,-8.99546,-1.45329,1.39109,1.39141
99.48,2.4411,0.633168,0.210755,-0.00915686,60213,2.43759,0.64649,-0.0137585,-0.07089,0.0257656,-0.00739525,-0.011201,0.00923313,0.0907954,0.0154782,-0.003929,0.0791625,-14.2462,1.27067,1.27009,1.27083,1.27025,0.763729,0.560463,-16.4259,-16.428,-1.44129,2.54076,2.54109
99.49,2.44199,0.633371,0.210719,-0.00934113,60221,2.43858,0.646673,-0.01373,-0.070864,0.0257581,-0.00740604,-0.0111634,0.00923359,0.08888,0.0206499,-0.00398265,0.0870947,-14.8054,1.39832,1.39767,1.39844,1.39779,0.534616,0.421228,-18.076,-18.0775,-1.49786,2.79598,2.79622
99.5,2.44289,0.633562,0.210686,-0.00960508,60228,2.43945,0.646833,-0.013707,-0.0708413,0.0257516,-0.00741544,-0.0111305,0.00923404,0.0890696,0.0221149,-0.00323431,0.0821466,-13.7901,1.3187,1.31807,1.31888,1.31824,0.968807,0.682549,-17.0466,-17.0489,-1.39515,2.63677,2.63712
99.51,2.44379,0.63374,0.210656,-0.00993646,60235,2.44032,0.646993,-0.0136864,-0.0708185,0.025745,-0.00742482,-0.0110976,0.00923448,0.0915482,0.0168248,-0.00302305,0.068949,-13.024,1.10663,1.10608,1.10683,1.10628,1.31864,0.882998,-14.305,-14.3077,-1.31763,2.2127,2.21311
99.52,2.4447,0.633926,0.210618,-0.0102024,60243,2.44132,0.647176,-0.0136667,-0.0707925,0.0257375,-0.00743551,-0.0110602,0.00923493,0.0939265,0.016623,-0.00430595,0.0461436,-13.9429,0.741202,0.740824,0.741336,0.740957,0.981948,0.649537,-9.5813,-9.58306,-1.4106,1.48203,1.48229
99.53,2.44559,0.634126,0.210579,-0.0103876,60250,2.44218,0.647336,-0.0136393,-0.0707698,0.0257309,-0.00744483,-0.0110274,0.00923537,0.089448,0.0212213,-0.00363906,0.0803568,-14.7816,1.29022,1.28955,1.2903,1.28963,0.579785,0.419543,-16.6781,-16.6792,-1.49545,2.57977,2.57993
99.54,2.44649,0.634304,0.210537,-0.0105574,60257,2.44305,0.647496,-0.0136174,-0.070747,0.0257244,-0.00745413,-0.0109948,0.00923581,0.0903577,0.0157328,-0.00439834,0.0829193,-14.398,1.33119,1.33048,1.33128,1.33058,0.743139,0.520113,-17.2076,-17.2089,-1.45664,2.66167,2.66186
99.55,2.44738,0.634514,0.210521,-0.0108371,60264,2.44392,0.647656,-0.0135873,-0.0707243,0.0257178,-0.00746339,-0.0109622,0.00923625,0.091136,0.0244106,-0.00118926,0.0571618,-13.7788,0.917317,0.91682,0.91743,0.916933,1.06139,0.698226,-11.8576,-11.8591,-1.394,1.83414,1.83436
99.56,2.44826,0.634705,0.210491,-0.0111316,60272,2.44492,0.647838,-0.0135572,-0.0706983,0.0257102,-0.00747395,-0.010925,0.00923668,0.085269,0.0223862,-0.00341951,0.118777,-14.1467,1.90658,1.90552,1.90666,1.9056,0.814532,0.570877,-24.6451,-24.6461,-1.43123,3.8121,3.81226
99.57,2.44917,0.634891,0.210458,-0.0113431,60279,2.44579,0.647998,-0.0135342,-0.0706756,0.0257036,-0.00748315,-0.0108925,0.00923711,0.0895327,0.0207916,-0.00321481,0.0804264,-14.4349,1.29122,1.29048,1.29128,1.29055,0.767935,0.517338,-16.6906,-16.6915,-1.46038,2.5817,2.58183
99.58,2.45007,0.635064,0.210413,-0.0116775,60286,2.44666,0.648158,-0.0135182,-0.0706528,0.025697,-0.00749233,-0.0108601,0.00923754,0.0901954,0.0158538,-0.00484876,0.0842242,-13.3765,1.35229,1.3515,1.35237,1.35158,1.19423,0.77799,-17.48,-17.481,-1.3533,2.7038,2.70395
99.59,2.45096,0.635277,0.210368,-0.0119952,60293,2.44753,0.648318,-0.0134821,-0.0706301,0.0256903,-0.00750148,-0.0108277,0.00923797,0.0888018,0.0228205,-0.00408259,0.0833214,-13.7937,1.33811,1.33731,1.33816,1.33736,1.02964,0.667043,-17.2966,-17.2972,-1.39551,2.67542,2.67552
99.6,2.45187,0.635454,0.210321,-0.0122576,60301,2.44852,0.6485,-0.0134593,-0.0706041,0.0256828,-0.00751191,-0.0107908,0.00923839,0.0902512,0.0161767,-0.00485361,0.0830312,-14.1142,1.33326,1.33244,1.33329,1.33247,0.902221,0.580935,-17.2337,-17.2341,-1.42793,2.6657,2.66576
