t,x,y,theta,phiR,phiF,thetap,sr_j,Psx,Psy,d,Cs,Cs1,Cs2,Cs3,d_ave,x_d1,x_d2,x_d3,nu1,nu2,nu3torque_fl,torque_fr,torque_rl,torque_rr,lamda1,lambda2,lambda3,lambda4,Q_phiR, Q_varphiR, Q_phiF, Q_varphiF
0.14,-6.441,-0.991315,-5.49567e-05,-0.0569006,-0.0491781,-0.000896126,201,-6.4429,-0.999976,0.00874643,0.0150071,0.00413704,0.00176482,0,0.00905269,0.104101,-0.0058545,0.000289466,1.15346,-9.85748,-6.9192,7.6107,7.60656,7.61027,7.60615,5.71006,-1.40265,-94.1977,-94.2034,-0.997282,15.2164,-0.700016,15.2173
0.15,-6.43993,-0.991382,-5.27496e-05,-0.0590463,-0.0508599,-0.00091026,205,-6.44177,-0.999975,0.00868294,0.0150118,0.00413904,0.00176596,0,0.00902804,0.107442,-0.00632196,0.000447262,1.11333,-9.75379,-6.85628,7.34583,7.34142,7.34527,7.34089,5.62696,-1.61058,-90.9149,-90.9222,-0.986791,14.6862,-0.693649,14.6872
0.16,-6.43883,-0.991454,-4.94287e-05,-0.0609775,-0.0523341,-0.000923181,209,-6.44064,-0.999974,0.00861504,0.0150165,0.00414104,0.0017671,0,0.00900223,0.111086,-0.0067371,0.00053843,1.06957,-9.62182,-6.76499,7.05703,7.0524,7.05636,7.05176,5.50692,-1.76012,-87.3362,-87.345,-0.973439,14.1081,-0.684414,14.1094
0.17,-6.4377,-0.991529,-4.48227e-05,-0.0627212,-0.0536246,-0.000934904,213,-6.43951,-0.999973,0.00854306,0.0150212,0.00414304,0.00176825,0,0.00897522,0.113472,-0.00713241,0.000678831,1.04086,-9.47803,-6.67163,6.86758,6.86269,6.86677,6.86192,5.40068,-1.9491,-84.9871,-84.9977,-0.958892,13.7287,-0.674968,13.7303
0.18,-6.43655,-0.991607,-3.92761e-05,-0.0642839,-0.0547434,-0.000945599,217,-6.43837,-0.999972,0.00846737,0.0150259,0.00414504,0.00176939,0,0.00894701,0.116256,-0.00748073,0.000754406,1.00739,-9.29968,-6.53576,6.64673,6.64164,6.64579,6.64074,5.27183,-2.0774,-82.2497,-82.262,-0.940848,13.2865,-0.661223,13.2884
0.19,-6.43537,-0.991688,-3.24938e-05,-0.0656901,-0.0557144,-0.000955173,221,-6.43724,-0.999971,0.00838823,0.0150306,0.00414705,0.00177054,0,0.0089176,0.117965,-0.00781389,0.000888195,0.986796,-9.12154,-6.40327,6.51087,6.50554,6.50979,6.50449,5.16754,-2.24401,-80.5641,-80.5784,-0.922826,13.0143,-0.647819,13.0164
0.2,-6.43418,-0.991773,-2.48564e-05,-0.0669518,-0.0565491,-0.000963796,225,-6.43611,-0.99997,0.00830597,0.0150353,0.00414905,0.00177168,0,0.00888702,0.120136,-0.00810653,0.000955454,0.960683,-8.90352,-6.23314,6.33857,6.33304,6.33736,6.33188,5.04359,-2.35012,-78.4279,-78.4438,-0.900769,12.6692,-0.630606,12.6716
0.21,-6.43296,-0.99186,-1.6104e-05,-0.0680887,-0.0572585,-0.000975666,230,-6.4347,-0.999968,0.00822082,0.0150412,0.00415156,0.00177311,0,0.00885529,0.121383,-0.00838504,0.0010776,0.945639,-8.66797,-6.03808,6.23934,6.23357,6.23798,6.23226,4.95609,-2.48397,-77.1958,-77.2136,-0.876939,12.4702,-0.610872,12.4729
0.22,-6.43174,-0.991949,-6.57715e-06,-0.0691127,-0.0578713,-0.00098242,234,-6.43356,-0.999967,0.00813304,0.0150459,0.00415356,0.00177426,0,0.00882246,0.123113,-0.00863164,0.00113717,0.924816,-8.42493,-5.84626,6.10196,6.096,6.10047,6.09457,4.84041,-2.57291,-75.492,-75.5115,-0.85235,12.195,-0.591466,12.198
0.23,-6.4305,-0.99204,3.99921e-06,-0.0700283,-0.0583836,-0.000988234,238,-6.43243,-0.999966,0.00804286,0.0150506,0.00415557,0.00177541,0,0.00878857,0.123949,-0.00886105,0.00125287,0.914703,-8.19577,-5.67119,6.03528,6.02909,6.03364,6.0275,4.75654,-2.70175,-74.6629,-74.6845,-0.829166,12.0611,-0.573755,12.0644
0.24,-6.42925,-0.992133,1.52949e-05,-0.0708376,-0.0587894,-0.000997501,243,-6.43102,-0.999965,0.00795051,0.0150564,0.00415808,0.00177685,0,0.00875365,0.125314,-0.00906362,0.00130727,0.89825,-7.96027,-5.47711,5.92676,5.92038,5.92498,5.91866,4.64259,-2.78541,-73.3164,-73.3397,-0.805341,11.8436,-0.554119,11.8471
0.25,-6.42799,-0.992228,2.75648e-05,-0.0715558,-0.0591211,-0.00100164,247,-6.42989,-0.999963,0.00785619,0.0150611,0.00416009,0.001778,0,0.00871775,0.125868,-0.00925023,0.00141441,0.891518,-7.72225,-5.29257,5.88241,5.87579,5.88047,5.87392,4.56934,-2.89946,-72.7637,-72.789,-0.78126,11.7544,-0.535449,11.7582
0.26,-6.42673,-0.992325,4.04907e-05,-0.0721835,-0.0593623,-0.00100931,252,-6.42847,-0.999962,0.0077601,0.015067,0.00416261,0.00177943,0,0.00868092,0.126957,-0.00941503,0.00146316,0.878393,-7.48149,-5.09386,5.79586,5.78906,5.79379,5.78706,4.46437,-2.97211,-71.6892,-71.7163,-0.756902,11.5808,-0.515346,11.5849
0.27,-6.42545,-0.992423,5.4325e-05,-0.0727324,-0.0595416,-0.00101191,256,-6.42734,-0.999961,0.00766242,0.0150717,0.00416462,0.00178059,0,0.00864319,0.127308,-0.00956536,0.0015633,0.874105,-7.23128,-4.90039,5.76763,5.76059,5.76541,5.75845,4.40178,-3.06947,-71.3363,-71.3653,-0.731588,11.5239,-0.495772,11.5282
0.28,-6.42417,-0.992522,6.87538e-05,-0.0732072,-0.0596464,-0.0010181,261,-6.42593,-0.999959,0.0075633,0.0150776,0.00416714,0.00178203,0,0.00860463,0.128203,-0.00969946,0.00160639,0.8633,-6.98244,-4.6946,5.6964,5.68918,5.69405,5.68692,4.30602,-3.12914,-70.4516,-70.4823,-0.706414,11.381,-0.474952,11.3856
0.29,-6.42302,-0.992613,8.24031e-05,-0.0736315,-0.0597148,-0.00102091,265,-6.4248,-0.999958,0.00747285,0.0150823,0.00416915,0.00178318,0,0.0085656,0.128351,-0.0100706,0.00169671,0.861258,-6.77059,-4.5339,5.68302,5.67556,5.68051,5.67314,4.24889,-3.2208,-70.2824,-70.3151,-0.684981,11.3536,-0.458695,11.3586
0.3,-6.4216,-0.992723,9.98751e-05,-0.0739471,-0.0596805,-0.0010241,270,-6.42339,-0.999956,0.00736134,0.0150882,0.00417167,0.00178462,0,0.00852546,0.129126,-0.00992486,0.00174036,0.852092,-6.49759,-4.30926,5.62262,5.61498,5.61998,5.61245,4.15647,-3.27111,-69.5318,-69.5662,-0.657361,11.2324,-0.435968,11.2376
0.31,-6.42031,-0.992825,0.000116511,-0.0742223,-0.0596197,-0.00102396,274,-6.42226,-0.999955,0.00725879,0.0150929,0.00417369,0.00178578,0,0.0084846,0.129182,-0.010016,0.00182894,0.851352,-6.26161,-4.12901,5.61783,5.60996,5.61505,5.60728,4.1032,-3.35267,-69.4692,-69.5054,-0.633487,11.2223,-0.417732,11.2278
0.32,-6.41901,-0.992928,0.000133653,-0.0744348,-0.0594965,-0.0010275,279,-6.42085,-0.999953,0.00715534,0.0150988,0.00417621,0.00178722,0,0.00844306,0.129811,-0.0100987,0.00186369,0.843749,-6.02392,-3.93397,5.56774,5.5597,5.56484,5.55691,4.01553,-3.39588,-68.8464,-68.8842,-0.60944,11.1217,-0.398,11.1274
0.33,-6.41771,-0.993032,0.000151551,-0.074594,-0.059337,-0.00102613,283,-6.41972,-0.999952,0.00705112,0.0151035,0.00417823,0.00178838,0,0.00840088,0.129792,-0.0101675,0.00194775,0.843914,-5.78158,-3.74838,5.56893,5.56066,5.56589,5.55773,3.9694,-3.46246,-68.8579,-68.8975,-0.584923,11.1236,-0.379223,11.1296
0.34,-6.41641,-0.993136,0.000169955,-0.0747007,-0.0591271,-0.00102846,288,-6.4183,-0.99995,0.0069462,0.0151094,0.00418076,0.00178983,0,0.00835809,0.130331,-0.0102328,0.00198246,0.837388,-5.53558,-3.52915,5.52597,5.51753,5.52282,5.5145,3.89663,-3.49223,-68.3237,-68.3646,-0.560034,11.0373,-0.357045,11.0435
0.35,-6.41511,-0.99324,0.000189113,-0.0747595,-0.0589096,-0.0010302,293,-6.41689,-0.999949,0.00684069,0.0151153,0.00418328,0.00179127,0,0.00831474,0.130252,-0.0102827,0.00204748,0.838268,-5.30458,-3.21636,5.53198,5.52333,5.52871,5.52018,3.89771,-3.55234,-68.3952,-68.4378,-0.536665,11.0489,-0.325399,11.0553
0.36,-6.4138,-0.993345,0.000208674,-0.0747701,-0.0587004,-0.00102727,297,-6.41576,-0.999947,0.00673469,0.0151201,0.00418531,0.00179243,0,0.00827085,0.130726,-0.0103277,0.00205336,0.832536,-5.07274,-2.90595,5.49435,5.48559,5.49098,5.48235,3.86779,-3.58046,-67.9275,-67.9713,-0.513209,10.9733,-0.293995,10.9799
0.37,-6.4125,-0.99345,0.000228795,-0.0747344,-0.0584822,-0.00102822,302,-6.41435,-0.999945,0.00662828,0.015126,0.00418784,0.00179388,0,0.00822646,0.130594,-0.0103589,0.00210059,0.83405,-4.85169,-2.59234,5.50453,5.49562,5.50106,5.49228,3.87208,-3.63946,-68.0513,-68.0965,-0.490846,10.9933,-0.262267,11.0002
0.38,-6.41119,-0.993555,0.000249152,-0.0746527,-0.0582635,-0.00102893,307,-6.41294,-0.999944,0.00652156,0.0151319,0.00419037,0.00179534,0,0.00818159,0.131016,-0.0103876,0.00209155,0.828935,-4.63169,-2.2683,5.47096,5.462,5.46741,5.45859,3.84531,-3.66794,-67.6345,-67.6805,-0.468588,10.926,-0.229484,10.933
0.39,-6.40988,-0.993661,0.000269906,-0.0745307,-0.0580535,-0.00102514,311,-6.41181,-0.999942,0.00641459,0.0151366,0.0041924,0.0017965,0,0.00813628,0.130858,-0.0104035,0.00212495,0.830779,-4.41061,-1.96737,5.48329,5.47424,5.47966,5.47075,3.8512,-3.72054,-67.7857,-67.8327,-0.446222,10.9504,-0.199039,10.9575
0.4,-6.40857,-0.993766,0.000290749,-0.0743681,-0.0578343,-0.00102552,316,-6.4104,-0.99994,0.00630744,0.0151425,0.00419493,0.00179795,0,0.00809056,0.131241,-0.0104184,0.00210326,0.826127,-4.19781,-1.6429,5.45276,5.44371,5.44907,5.44017,3.82671,-3.74707,-67.4071,-67.4548,-0.424693,10.8892,-0.166212,10.8965
0.41,-6.40726,-0.993872,0.000311874,-0.074167,-0.0576239,-0.00102152,320,-6.40928,-0.999939,0.00620018,0.0151473,0.00419696,0.00179912,0,0.00804445,0.131052,-0.010422,0.00212692,0.828329,-3.99127,-1.3413,5.46744,5.45835,5.46369,5.45474,3.83427,-3.79976,-67.5879,-67.6364,-0.403797,10.9184,-0.135699,10.9258
0.42,-6.40594,-0.993977,0.000332953,-0.0739486,-0.0574042,-0.00102177,325,-6.40787,-0.999937,0.00609284,0.0151532,0.0041995,0.00180057,0,0.00799799,0.131402,-0.0104288,0.00210606,0.824133,-3.69149,-1.01835,5.43977,5.43073,5.43603,5.42713,3.81417,-3.78877,-67.2457,-67.2941,-0.373468,10.8632,-0.103027,10.8705
0.43,-6.40463,-0.994083,0.000354162,-0.0737304,-0.0571846,-0.00102197,330,-6.40646,-0.999935,0.00598546,0.0151591,0.00420204,0.00180203,0,0.00795118,0.131194,-0.0104271,0.00213028,0.826624,-3.38082,-0.705429,5.45622,5.44715,5.45247,5.44354,3.82586,-3.80009,-67.449,-67.4976,-0.342037,10.896,-0.0713682,10.9034
0.44,-6.40332,-0.994188,0.000375262,-0.0735127,-0.0569738,-0.00101793,334,-6.40533,-0.999933,0.00587804,0.0151638,0.00420407,0.0018032,0,0.00790407,0.131515,-0.0104314,0.00210829,0.822784,-3.06179,-0.3964,5.43087,5.42184,5.42713,5.41825,3.80762,-3.78266,-67.1356,-67.1839,-0.309761,10.8454,-0.0401038,10.8527
0.45,-6.402,-0.994294,0.000396492,-0.0732944,-0.056754,-0.00101811,339,-6.40392,-0.999931,0.00577058,0.0151698,0.00420661,0.00180466,0,0.00785666,0.131299,-0.0104289,0.00213225,0.825371,-2.75104,-0.0834324,5.44795,5.43889,5.4442,5.43529,3.81975,-3.79442,-67.3468,-67.3952,-0.278323,10.8795,-0.00844085,10.8868
0.46,-6.40069,-0.994399,0.000417615,-0.073076,-0.0565341,-0.00101834,344,-6.40251,-0.999929,0.00566309,0.0151757,0.00420916,0.00180612,0,0.00780897,0.131602,-0.0104326,0.00211096,0.821744,-2.43125,0.238695,5.424,5.41499,5.42027,5.4114,3.8028,-3.77794,-67.0508,-67.0991,-0.245969,10.8317,0.0241488,10.839
0.47,-6.39937,-0.994505,0.000438866,-0.0728581,-0.0563233,-0.00101423,348,-6.40138,-0.999928,0.00555557,0.0151805,0.00421119,0.00180729,0,0.00776103,0.131384,-0.0104294,0.00213411,0.82436,-2.12125,0.53851,5.44127,5.43223,5.43753,5.42862,3.81478,-3.78985,-67.2642,-67.3126,-0.214606,10.8661,0.0544811,10.8735
0.48,-6.39806,-0.99461,0.000460018,-0.0726396,-0.0561033,-0.00101444,353,-6.39997,-0.999925,0.00544802,0.0151864,0.00421374,0.00180875,0,0.00771284,0.131668,-0.0104324,0.00211354,0.820965,-1.80162,0.860413,5.41886,5.40986,5.41513,5.40627,3.79891,-3.77443,-66.9872,-67.0354,-0.18227,10.8214,0.0870479,10.8287
0.49,-6.39674,-0.994716,0.000481282,-0.0724211,-0.0558834,-0.0010146,358,-6.39856,-0.999923,0.00534046,0.0151923,0.00421629,0.00181021,0,0.00766442,0.13145,-0.0104283,0.00213525,0.823583,-1.49061,1.17359,5.43614,5.42711,5.4324,5.42351,3.81119,-3.78632,-67.2008,-67.2492,-0.150805,10.8559,0.118732,10.8632
0.5,-6.39543,-0.994822,0.00050245,-0.072203,-0.0556723,-0.00101052,362,-6.39744,-0.999922,0.00523287,0.0151971,0.00421833,0.00181138,0,0.00761579,0.131719,-0.0104309,0.00211523,0.820362,-1.17201,1.48208,5.41488,5.40588,5.41116,5.4023,3.79585,-3.77171,-66.938,-66.9862,-0.118572,10.8135,0.149942,10.8208
0.51,-6.39411,-0.994927,0.000523726,-0.0719844,-0.0554523,-0.00101068,367,-6.39603,-0.999919,0.00512527,0.015203,0.00422088,0.00181285,0,0.00756696,0.131501,-0.0104263,0.00213623,0.822981,-0.860893,1.79535,5.43216,5.42314,5.42843,5.41954,3.80812,-3.78361,-67.1517,-67.2,-0.0870965,10.848,0.181636,10.8553
0.52,-6.3928,-0.995033,0.000544904,-0.0717658,-0.0552322,-0.00101088,372,-6.39462,-0.999917,0.00501765,0.015209,0.00422343,0.00181432,0,0.00751793,0.13176,-0.0104285,0.00211653,0.819881,-0.54149,2.11702,5.4117,5.40271,5.40798,5.39913,3.79364,-3.76953,-66.8987,-66.9469,-0.0547825,10.8071,0.214178,10.8144
0.53,-6.39148,-0.995138,0.00056619,-0.0715476,-0.0550212,-0.00100676,376,-6.3935,-0.999915,0.00491002,0.0152137,0.00422548,0.00181549,0,0.00746873,0.131544,-0.0104236,0.00213699,0.822482,-0.231157,2.41712,5.42888,5.41985,5.42514,5.41626,3.80555,-3.78137,-67.111,-67.1593,-0.0233861,10.8414,0.24454,10.8487
0.54,-6.39016,-0.995244,0.000587382,-0.0713289,-0.054801,-0.00100695,381,-6.39209,-0.999913,0.00480237,0.0152197,0.00422803,0.00181696,0,0.00741935,0.131789,-0.0104254,0.00211781,0.819548,0.0880773,2.7386,5.40951,5.40052,5.40579,5.39694,3.79184,-3.76804,-66.8716,-66.9197,0.00891078,10.8027,0.277065,10.81
0.55,-6.38885,-0.995349,0.000608672,-0.0711103,-0.0545809,-0.00100712,386,-6.39068,-0.999911,0.00469472,0.0152256,0.00423059,0.00181843,0,0.00736981,0.131577,-0.0104201,0.00213731,0.822095,0.39943,3.05212,5.42632,5.4173,5.42259,5.41371,3.80378,-3.77962,-67.0794,-67.1277,0.0404103,10.8363,0.308783,10.8436
0.56,-6.38753,-0.995454,0.000629871,-0.0708915,-0.0543608,-0.00100731,391,-6.38927,-0.999909,0.00458706,0.0152316,0.00423315,0.00181991,0,0.00732012,0.131814,-0.0104219,0.0021187,0.81926,0.718575,3.37353,5.4076,5.39862,5.40389,5.39504,3.79053,-3.76673,-66.8481,-66.8962,0.0726982,10.7989,0.3413,10.8062
0.57,-6.38621,-0.99556,0.000651167,-0.0706733,-0.0541496,-0.00100319,395,-6.38815,-0.999907,0.0044794,0.0152363,0.0042352,0.00182109,0,0.00727028,0.131604,-0.0104163,0.00213777,0.821788,1.02912,3.67385,5.42429,5.41528,5.42056,5.41169,3.8021,-3.77824,-67.0543,-67.1026,0.104116,10.8322,0.371683,10.8396
0.58,-6.38503,-0.995655,0.000670242,-0.0704764,-0.0539557,-0.00100122,399,-6.38702,-0.999905,0.00438236,0.0152411,0.00423725,0.00182227,0,0.00722049,0.131814,-0.0106737,0.00211216,0.819065,1.31656,3.95712,5.40632,5.39733,5.4026,5.39375,3.78923,-3.76588,-66.8321,-66.8802,0.133196,10.7963,0.400342,10.8036
0.59,-6.38358,-0.995771,0.00069368,-0.0702358,-0.0537093,-0.00100356,405,-6.38534,-0.999902,0.00426404,0.0152483,0.00424033,0.00182404,0,0.00717038,0.131624,-0.0104123,0.0021386,0.82156,1.65966,4.30882,5.42278,5.41377,5.41905,5.41018,3.80108,-3.77721,-67.0357,-67.084,0.167907,10.8292,0.435924,10.8366
0.6,-6.38226,-0.995876,0.000714893,-0.0700176,-0.053498,-0.00099947,409,-6.38421,-0.9999,0.00415635,0.015253,0.00424238,0.00182522,0,0.00712015,0.131846,-0.0104135,0.00212005,0.818902,1.97773,4.61678,5.40524,5.39626,5.40153,5.39268,3.78838,-3.76516,-66.8189,-66.867,0.200087,10.7942,0.467079,10.8015
0.61,-6.38094,-0.995981,0.000736196,-0.0697988,-0.0532778,-0.000999645,414,-6.3828,-0.999897,0.00404867,0.015259,0.00424495,0.0018267,0,0.00706979,0.13164,-0.0104075,0.00213824,0.821379,2.28929,4.93053,5.42159,5.41258,5.41786,5.40899,3.79999,-3.77641,-67.021,-67.0692,0.231607,10.8269,0.498822,10.8342
0.62,-6.37963,-0.996087,0.000757411,-0.06958,-0.0530574,-0.000999854,419,-6.3814,-0.999895,0.00394097,0.015265,0.00424752,0.00182817,0,0.00701933,0.131855,-0.0104086,0.00212053,0.818807,2.60813,5.25026,5.40461,5.39563,5.4009,5.39205,3.78743,-3.76476,-66.8111,-66.8592,0.263864,10.7929,0.531169,10.8002
0.63,-6.37831,-0.996192,0.000778694,-0.0693618,-0.0528421,-0.000995754,423,-6.38027,-0.999893,0.00383329,0.0152697,0.00424957,0.00182936,0,0.00696876,0.131655,-0.0104014,0.00213808,0.82121,2.91872,5.5309,5.42046,5.41145,5.41673,5.40786,3.79078,-3.77596,-67.0069,-67.0552,0.295287,10.8246,0.559561,10.8319
0.64,-6.37699,-0.996297,0.000799859,-0.0691431,-0.0525958,-0.000995966,428,-6.37887,-0.99989,0.00372561,0.0152757,0.00425214,0.00183084,0,0.00691808,0.131866,-0.0104017,0.0021299,0.81869,3.2367,5.76992,5.40376,5.39476,5.40004,5.39118,3.74776,-3.76485,-66.8003,-66.8485,0.327457,10.7912,0.583743,10.7985
0.65,-6.37567,-0.996403,0.000821133,-0.0689244,-0.0523201,-0.000996078,433,-6.37746,-0.999888,0.00361793,0.0152817,0.00425472,0.00183232,0,0.00686731,0.131672,-0.0103955,0.00216366,0.82102,3.54737,5.979,5.41906,5.41,5.41532,5.4064,3.71929,-3.77413,-66.9891,-67.0375,0.358887,10.8217,0.604895,10.8291
0.66,-6.37435,-0.996508,0.000842398,-0.0687064,-0.0520199,-0.000991791,437,-6.37634,-0.999886,0.00351025,0.0152865,0.00425678,0.00183351,0,0.00681645,0.131877,-0.0103964,0.00217047,0.818568,3.86376,6.16391,5.4028,5.39371,5.39906,5.39011,3.66179,-3.75966,-66.7875,-66.836,0.390897,10.7892,0.623603,10.7965
0.67,-6.37304,-0.996613,0.000863887,-0.0684879,-0.0516801,-0.000991578,442,-6.37494,-0.999883,0.00340257,0.0152925,0.00425935,0.001835,0,0.00676549,0.131689,-0.0103905,0.00221488,0.820823,4.17417,6.36122,5.41762,5.40842,5.41385,5.4048,3.62989,-3.7639,-66.9698,-67.0187,0.422301,10.8186,0.643564,10.826
0.68,-6.37172,-0.996718,0.000885486,-0.0682696,-0.0513111,-0.000991151,447,-6.37353,-0.99988,0.00329489,0.0152984,0.00426193,0.00183648,0,0.00671446,0.131885,-0.0103913,0.00223125,0.81848,4.49099,6.55652,5.4021,5.39283,5.39831,5.38919,3.57357,-3.74535,-66.777,-66.8261,0.454354,10.7875,0.663323,10.7949
0.69,-6.3704,-0.996823,0.000907395,-0.0680518,-0.0509228,-0.00098612,451,-6.37241,-0.999878,0.00318722,0.0153032,0.004264,0.00183767,0,0.00666334,0.131696,-0.0103845,0.00228463,0.820753,4.8,6.71872,5.41704,5.40762,5.41322,5.40395,3.53466,-3.7457,-66.9605,-67.0101,0.485616,10.8172,0.679733,10.8247
0.7,-6.36908,-0.996928,0.000929511,-0.0678337,-0.0504948,-0.000985075,456,-6.371,-0.999876,0.00307954,0.0153092,0.00426658,0.00183916,0,0.00661214,0.13189,-0.0103852,0.00231111,0.818432,5.11635,6.90137,5.40168,5.39214,5.39783,5.38845,3.47524,-3.72302,-66.7692,-66.8192,0.517621,10.7863,0.698212,10.7938
0.71,-6.36777,-0.997033,0.000952035,-0.0676152,-0.0500418,-0.000983629,461,-6.3696,-0.999873,0.00297187,0.0153152,0.00426916,0.00184065,0,0.00656087,0.131712,-0.0103777,0.00237001,0.820578,5.425,7.07966,5.41581,5.40609,5.41192,5.40236,3.43874,-3.71859,-66.9425,-66.993,0.548847,10.8143,0.71625,10.8219
0.72,-6.36645,-0.997138,0.000974844,-0.067383,-0.0495644,-0.000981834,466,-6.3682,-0.99987,0.00286423,0.0153212,0.00427174,0.00184214,0,0.00650952,0.131907,-0.0103742,0.00239471,0.818215,5.6794,7.25203,5.40026,5.39039,5.39631,5.38661,3.37502,-3.71552,-66.7483,-66.7995,0.574584,10.7829,0.733687,10.7907
0.73,-6.36513,-0.997243,0.000998153,-0.0671222,-0.0490695,-0.000975305,470,-6.36707,-0.999868,0.00275665,0.015326,0.00427381,0.00184333,0,0.00645812,0.131733,-0.0103606,0.00245068,0.820253,5.89479,7.40342,5.41381,5.40374,5.40977,5.39988,3.33154,-3.73963,-66.9137,-66.9661,0.596376,10.8097,0.749004,10.8175
